longitude,latitude,commune_insee,description
4.81343458,45.782424227,69123,"La vitesse des voitures et le fait qu'elle ""frole"" les vélos pour doubler car il n'y a pas de vrai voie vélo"
4.810384344,45.775589401,69123,Traverser au feux est dangereux en vélo car au milieu des voitures
4.8271153,45.816720838,69191,Rue étroite
4.866975256,45.744886511,69123,
4.847361868,45.743451,69123,
4.817643647,45.754183835,69123,J'ai été agressé et mis en danger plusieurs fois par des chauffeurs de taxis ne respectant pas les 30 km/h et doublant n'importe comment. Il faut plus de contrôles et des ralentisseurs !!
4.815427177,45.729596968,69142,Le cadencement des feux n'est vraiment pas en faveur des cyclistes 
4.845627891,45.76159784,69123,"En raison de travaux, les cyclistes doivent se déporter sur la voie des véhicules motorisés. Le démarrage au feu peut être compliqué à négocier."
4.834030378,45.753081523,69123,"pas assez de place pour vélo + piétons. Quand il y a du monde, il y a parfois des usagers sur la route."
4.830827243,45.751983285,69123,Rue trop étroite pour laisser la place à un vélo + voiture ou camion (beaucoup de camions de livraison).
4.829515751,45.751845744,69123,Rue trop étroite pour un passage en sécurité vélo + voiture
4.862127166,45.762863225,69123,"Pas de piste cyclable identifiée, accès difficile à la station velib, traversée sous le pont, "
4.861989304,45.763645701,69123,
4.861989304,45.763645701,69123,Cours Lafayette compliqué entre le contre sens et le changement de côté. 
4.84421323,45.70290262,69199,Itinéraires non sécurisés et jeu de piste.
4.79049402,45.772820306,69081,"Le virage le plus dangereux que je prend régulièrement, toujours horrible"
4.803375267,45.776570326,69123,Rue marietton
4.866884284,45.753250054,69123,"Parc à jeux à proximité, j'ai failli renverser un enfant qui sortant du parc sans regarder avant de s'y engager. De plus les piétons sont très souvent sur cette voie cyclable car la voie piétonne est en terre battue, quand il pleut ils préfèrent marcher sur la piste cyclable. "
4.876280859,45.734244022,69123,Avenue Jean Mermoz : voitures qui se déplacent sur la voie vélo. Mais travaux en cours pour sécuriser la zone !)
4.853872997,45.741379093,69123,Pas de piste cyclable
4.864324693,45.738022699,69123,Pas de piste cyclable
4.854438263,45.751308517,69123,"Pas pratique pour remonter vers Monplaisir, voie partagée avec bus"
4.861673552,45.759064968,69123,De nombreuses déposes minute même lorsque c'est interdit ; manque de controle/verbalisation active.
4.830506822,45.748961719,69123,"L'itinéraire proposé est mal adapté (passage sous le pont). Presque tous les cyclistes emprunts la voie de Tram ou le trottoir. Un point noir supplémentaire sur cet tracé est le carrefour de la rue de la Charité, impossible de savoir si le feu est vert pour les véhicules."
4.869802924,45.752757533,69123,"Jonction piste cyclable venant de l’est, pour rejoindre celle qui longe ensuite le tram : cohabitation avec les piétons sur le trottoir compliquée compte tenu du nombre de vélo "
4.888271348,45.749594003,69123,"Piste cyclable à contresens des voitures. Des voitures souvent garées sur la piste cyclable. 
De façon générale concernant toutes ces pistes cyclables à contresens et non protégées : la moitié des voitures ne fait pas l’effort de se serrer pour partager la voie."
4.86203385,45.761876477,69123,Portion identifiée à tort comme une piste cyclable par Google Maps (danger surtout pour les piétons)
4.844447289,45.749338533,69123,Tout l'axe jusqu'au niveau de tête d'or est stressant. Les voitures se garent constamment sur la piste. Le partage avec les bus et les voitures n'est pas agréable. 
4.808863545,45.739558456,69142,"Chemin de fontanières : pourrait être très bien à vélo pour rejoindre Lyon, mais les automobilistes y circulent trop vite alors qu'il n'y a pas beaucoup de visibilité et pas de trottoir."
4.876058615,45.7187588,69259,
4.830403235,45.749007655,69123,"La voie n'est pas très accessible et on doit faire le choix entre un détour (pas plus facile) ou bien rouler avec les voitures (voie trop petite), le tram ( mais interdit) ou sur le trottoir. "
4.840102681,45.757893489,69123,"Voie agréable sauf en cas de forte influence ou le non respect des pietons met en danger le cycliste (traverser sans regarder, gens qui marchent en plein milieu, etc.). Serait intéressant de mieux délimiter, insister sur la signalisation ou plus d'éducation au respect mutuel."
4.836005641,45.765393755,69123,"une piste cyclable indépendante des autres usagers seraient appréciables (beaucoup de bus)... que ce soit dans cette rue ou les parallèles, il n'y a pas de voies sécurisées et dédiées au vélo entre Perrache / Bellecour / Terreaux sur la presqu'ile"
4.843856335,45.776855125,69123,Toujours très compliqué de se rendre au parc en venant de la piste cyclable. Les feux ne sont pas synchronisés pour les vélos et piétons. Les passages sont beaucoup trop étroits pour le flux de piétons et cyclistes. Zone à revoir pour ces publics.
4.833136751,45.764875727,69123,Rue coupée depuis des années  pourquoi ????
4.830412253,45.748569442,69123,
4.851401242,45.740858027,69123,"Pas de piste cyclable, chaussée défoncée, trafique un peu hardcore."
4.860551108,45.749908407,69123,"Le céder le passage pas respectés par les automobilistes dans un sens, ni par les cyclistes dans l’autre "
4.921890291,45.760803504,69256,"Travaux et croisements avec voitures, vélo et pietons"
4.861987169,45.763646576,69123,les voitures pensent qu'on est à contre sens
4.852541396,45.763605626,69123,Envie de tourner à gauche à vélo
4.833639423,45.747761597,69123,"Berthelot : soit sur trottoir, soit détour, soit sur lignes de tram"
4.838465846,45.756758035,69123,endroit ou les taxis insultent et manquent de me rouler dessus fréquemment
4.768116924,45.76113465,69244,pour aller a tassin la route est super dangereuse avec plusieurs endroits ou la priorité est très mal répartie ainsi qu'avec les travaux actuels
4.833227807,45.79908372,69123,quai de szone avant ile barbe
4.830778432,45.748872234,69123,Passage souterrain pas pensé pour le vélo 
4.861925698,45.76620211,69123,Rupture de la piste cyclable pour continuer au nord sur l'avenue Thiers 
4.872310175,45.763685582,69266,Un bateau de trottoir beaucoup trop haut qu'on est obligé de prendre à la perpendiculaire. Ce qui fait automatiquement déborder sur la voie de voiture 
4.853591009,45.751704681,69123,Travaux
4.859052448,45.747221036,69123,"traversée du bld des Tchécoslovaques croisant le flux des voitures, ce qui est dommage, c'est que l'aménagement est tout neuf"
4.860499708,45.749986714,69123,remontée de la rue Mouton-Duvernet (les flux arrivant / vers la rue du Dauphiné peuvent couper la route)
4.866468083,45.759360471,69123,"Discontinuité des ammenagements sur Pompidou (bande puis plus rien, puis voies de bus) et au bout en arrivant à la gare des voitures garées sur la piste cyclable. Pas idéal !"
4.836473452,45.756426263,69123,il manque un itinéraire cyclable ici pour les cyclistes (nombreux) venant de la presqu'ile et souhaitant prendre la pont de la guillotière
4.865211232,45.766344972,69123,La partie cyclable en sens inverse de la rue de la viavert s'arrête soudainement au niveau de la rue bellecombe et reprend à l'entrée de villeurbanne 
4.835024151,45.726182128,69123,Travaux sans possibilité de rouler à velo
4.859898637,45.784010491,69266,Fin de piste cyclable non signalée amenant à un contre sens avec bus. très dangereux!
4.829915992,45.749053541,69123,Il manque une piste cyclable ici pour connecter Perrache au Rhône 
4.829441462,45.779082956,69123,Rue très passante sans vrai aménagement cyclable.
4.830923305,45.773941641,69123,Serait parfait permettre descendre les vélos par le tunnel de la rue Terme pour un connexion rapide et sûre du plateau de la Croix-Rousse et la presqu’île.
4.8077326,45.788915561,69123,
4.808733636,45.788059184,69123,
4.80353381,45.7774564,69123,
4.838916018,45.774220756,69123,Basculement bande cyclable droite en bord de 3 voies vers tpc piste isolée plus au nord 
4.875868956,45.776700965,69266,"En ce moment avec les travaux, itinéraire de substitution améliorable (partage de voie avec piéton et scooter ... "
4.861561906,45.759994166,69123,"Traversée devant la gare au niveau de la voie pour les taxis, une ""bande cyclable"" entre des poteaux et des bosquets, trop étroits, piétons dessus !"
4.853407044,45.749112365,69123,"Dans le sens ouest-esr, pour pousser de la bande cyclable (à droite) à la piste cyclable après le croisement (à gauche des voies voiture), il faut traverser 3 voies voiture!"
4.86271825,45.779336893,69266,"Axe important reliant le parc de la Tête d'Or permettant d'aller des berges du Rhône à l'université Lyon 1 et aux entreprises de Villeubanne. Piste cyclabe en voie verte sur le trottoir en partage avec les piétons. Marquage au sol incohérent demandant à quitter le trottoir alors que c'est une voie verte pour aller sur la voie bus. Quand on roule sens parc-Villerbanne sur la voie bus, les bus peuvent être pressé. Je me fais souvent refusé la priorité par les usagers motorisés qui veulent tourner."
4.857505725,45.742448085,69123,"Bande cyclable au milieu des voies voitures, complètement dangereux. En face du conforma. Je ne passe plus jamais par ici. "
4.86962962,45.752749282,69123,"Croisement impossible à ce niveau, part dans tous les sens, vélo sur le trottoir, impossible de faire ce croisement sereinement en vélo, quelle que soit la direction "
4.871115048,45.745641767,69123,Croisement hyper dangereux ici lorsqu'on veut aller rue rebatel
4.835795986,45.757423725,69123,
4.834892047,45.776042627,69123,Il serait pertinent d'installer un contre sens vélo.  Nombreux sont les usagers l'empruntant déjà ce qui de fait est dangereux
4.873971695,45.772719297,69266,Voitures garées en permanence sur la bande cyclable
4.844778587,45.765380759,69123,"Passage au rouge, klaxons intempestifs, circulation de voitures dans les deux voies de bus... piétons au milieu de la route"
4.843350174,45.772398933,69123,"Automobilistes qui s'engagent systématiquement et bloquent le carrefour,  malgré les damiers. Zéro contrôle,  Zéro verbalisation..."
4.838254544,45.768618754,69123,
4.837828073,45.768631851,69123,"Pas de voie, espace très partagé avec les piétons "
4.834982073,45.767905046,69123,"Piétons ne marchent plus sur les trottoirs. Situation récurrente sur ma presqu'île. Les piétons ont pris la place, le samedi par beau temps il est extrêmement difficile de circuler à vélo. Au moins avant la Présence des voitures cadrait les piétons sur le trottoir. Incivilités croissantes "
4.841395082,45.779341439,69123,
4.843844172,45.776970093,69123,Croisement pour les vélos très mal faits et c’est la cohue 
4.802311098,45.706939444,69149,
4.83387772,45.747814157,69123,
4.842965931,45.755331091,69123,
4.79743908,45.773601583,69123,"Les livreurs à moto utilisent la piste cyclable, souvent même à contre sens !"
4.805409962,45.774268698,69123,Les voitures grillent le feu rouge 
4.806724502,45.773983989,69123,Les voitures roulent vite et ne respectent pas la piste cyclable 
4.859558698,45.779582137,69266,
4.858082384,45.772828218,69123,
4.86620636,45.771096332,69266,"Carrefour mal adapter avec le tram et la route
"
4.847179572,45.736842349,69123,Piste juste tracée et voiturette qui frôlent vite
4.861479387,45.746757592,69123,Travaux rue des frères Lumière 
4.858835785,45.772880526,69266,Traversée sécurisée à vélo impossible 
4.842768047,45.755441065,69123,Horrible !!!!
4.858706507,45.742238915,69123,Les voitures roulent sur la piste cyclable centrale et nous klaxonnent !!!
4.851621922,45.742081032,69123,"Toute l'avenue Berthelot.... Pas d'éclairage, pas de piste..."
4.886197646,45.75421653,69123,travaux depuis tres longtemps
4.878404156,45.743194711,69123,carrefour dangereux
4.773067601,45.747815438,69089,"Les grandes rues franchevilloises ne possèdent pas de pistes cylclables malgrè de nombreux cyclistes. Il faut ruser pour emprunter les voies de bus ou bien se glisser le long des voitures, ce n'est pas tjrs sécurisé."
4.833301845,45.731328591,69123,Travaux en cours pour l'installation du TRAM. Impossible de circuler à vélo le long de l'axe en travaux. Nécessité de faire un détour en contournant la zone.
4.808708572,45.774305345,69123,"Beaucoup de bus qui stationnent qui obligent à des dépassements dangereux. Sur tout le quai, la piste cyclable est régulièrement obstruée (voitures en double file) et la vitesse est elevée donc les contournements sont très dangereux."
4.831048427,45.769666423,69123,Voitures qui ne mettent pas leur clignotant pour prendre le tunnel. La voie très large crée souvent 2 files au feu (il n'y en a qu'une) donc dépassement par la gauche des vélos. Pas de sas vélo au feu du carrefour Burdeau/Jardin des plantes et les voitures arrivent à toute vitesse sans visibilité puisque le feu est dans un coude
4.832822624,45.759206443,69123,"Sur la presqu’île il y a beaucoup de trafics, peu de respect des réglementations, je n’aime pas m’y rendre à vélo "
4.824203787,45.737145091,69123,
4.808877832,45.773869484,69123,
4.857866548,45.753485912,69123,
4.862357225,45.748876216,69123,
4.853514365,45.749075177,69123,piste cycle rue de la Guillotiere à droite sur la chaussée qui bascule à gauche après croisement de la rue garibaldi
4.840449539,45.756217329,69123,
4.838033175,45.760127354,69123,
4.852195124,45.768620886,69123,Toute la rue de Seze et le boulevard Richard Viton.
4.859140153,45.768011487,69123,Les voitures roulent trop vite et les bus se rabattent trop tôt 
4.885273233,45.758278673,69266,
4.858119544,45.763643845,69123,intersection thiers lafayette à refaire et aussi part dieu jules favre
4.858778578,45.757012476,69123,Travaux très dangereux
4.857808183,45.76264029,69123,Signalétique des feux dangereuse
4.848650404,45.745152712,69123,Travaux dangereux
4.852191575,45.759187884,69123,
4.86316996,45.770560979,69266,
4.805546592,45.775309321,69123,
4.857992693,45.763733563,69123,Carrefour compliqué la nuit 
4.911126759,45.765374849,69266,
4.803844141,45.756207964,69123,Trop de véhicules pas de place pour les vélos la rue devrait être a sens unique 
4.849030187,45.745252667,69123,Travaux 
4.863367135,45.770402864,69266,Travaux. 
4.828299081,45.760468557,69123,"Piétons, touristes, entrées de parking"
4.808757739,45.774836462,69123,Les automobilistes qui viennent de vieux Lyon et prennent le pont coupent la voie cyclable au feu vert sàs regarder si des cyclistes circulent
4.83057388,45.766372509,69123,"Circuler sur la voie de bus est compliqué, beaucoup d’altercation avec les automobilistes qui coupent la voie de bus sans daigner regarder si quelqu'un s’y trouve. Gros risque de chute "
4.869949599,45.774649167,69266,
4.869949599,45.774649167,69266,"Toute la rue Salengro est très dangereux. Les voitures roulent vite et très près, pas de piste cyclable "
4.879446448,45.747898194,69123,Avenue Lacassagne 
4.859389481,45.753633472,69123,Avenue Félix Faure (travaux)
4.836612982,45.757334589,69123,
4.848576549,45.737058992,69123,
4.838339088,45.772623977,69123,
4.88921478,45.785799733,69266,
4.869818306,45.785388172,69266,
4.863668285,45.785143549,69266,
4.858169276,45.76052836,69123,dans le secteur de la gare part dieu difficile de savoir où l'on doit passer
4.834148876,45.73035581,69123,"avec les travaux du T10 pas de solutions alternatives, on ne sait pas où passer notamment dans le secteur du parc des sport pour rejoindre le parc de gerland"
4.876383666,45.754733377,69123,dans le secteur de gare de villeurbanne voie le long du T3 très mal entretenue et impossible de passer dans certains secteurs à cause des travaux du tram aucun itinéraire alternatif clairement indiquer
4.830090669,45.779489622,69123,rue Hénon
4.842370275,45.772387267,69123,Rue dusquesne sur la voies partagée avec les bus
4.846760166,45.771796269,69123,Non respect du stop par les automobiliste angle de la rue
4.869220812,45.736441399,69123,
4.830890806,45.78464615,69034,Piste cyclable sur le trottoir 
4.844065003,45.777998142,69123,"Croisement piéton vélo , piste très étroite et glissante "
4.839310759,45.75472719,69123,rue bien trop étroite pour croiser un véhicule motorisé 4 roues
4.858102443,45.753521158,69123,Travaux
4.864413349,45.755834767,69123,Pas de piste cyclable et voiture qui vont vite
4.884660782,45.75421866,69123,Travaux sans chemin alternatif pratique 
4.840799713,45.748410705,69123,
4.858496924,45.772903385,69266,"Alors qu'on vient d'une voie bus-vélo sur le cours André Philip, pas de voie cyclable dans ce sens, une seule voie motorisée, risque d'être dépassé à grande vitesse par les voitures"
4.847178351,45.762679488,69123,"Rue de créqui dans le sens Nord-sud : on peut circuler à contresens, mais malgré de nombreuses priorités il est très fréquent que les conducteurs arrivant à droite ne regardent pas à leur gauche et grillent la priorité. Nombreux angles morts, danger"
4.908841426,45.763515038,69266,Passage compliqué pou emprunter l'avenue Leon Blum de l'est vers l'ouest
4.868173693,45.763844325,69123,circulation à proximité des automobiles
4.854649267,45.766381615,69123,Stationnement des automobiles sur les bandes cyclables
4.805305994,45.775358554,69123,"Le tunnel de la Croix-Rousse est génial, dommage qu'après le pont ce soit aussi dangereux notamment tout autour de Valmy"
4.794598562,45.775333493,69081,La rue Marietton est très très dangereuse pour les vélos alors que très pratique
4.781171621,45.773934395,69081,"Les rues à double sens avec une voie voiture au milieu et des pistes cyclables de chaque coté n'apportent aucune sécurité. Parfois ce serait presque mieux sans piste cyclable du tout. C'est du ""greenwashing"" de piste cyclable. "
4.833046948,45.763328566,69123,"En travaux depuis des mois, cette rue n'avait déjà pas de voie cyclable, là il faut redoubler de prudence car avec les travaux, automobilistes, cyclistes, piétons et usagers de trotinettes sont très nombreux à se comporter comme s'il n'y avait plus besoin de s'arrêter aux carrefours."
4.818026132,45.772027731,69123,"Lorsqu'on arrive de la montée des esses dans le sens de la montée et qu'on veut tourner à gauche, puis à gauche pour rejoindre la rue Bony, c'est impossible sans se mettre en danger ou recevoir des insultes car on se retrouve au milieu du carrefour et les voiture sont pressées de tourner également. Du coup j'emprunte le large trottoir de gauche et les passages piétons. Même chose quand le remonte par le cours Général Giraud pour tourner à gauche rue de Bony c'est dangereux."
4.85945735,45.753715394,69123,
4.863243584,45.754202891,69123,Travaux
4.867943336,45.778999559,69266,"En principe cela est une piste cyclable mais en pratique le reste du trotoir etant boueux, les pietons sont souvent sur la piste cyclable ce qui est normal a mon avis vu que c'est la seule solution. Et la majorite des velos s'en moquent, roulent beaucoup trop vite sur cette piste dangereuse et entrent en conflt avec les pietons et les autres cyclistes respectueux des pietons."
4.861682073,45.770414979,69123,Les voitures ne laissent jamais la priorite en face a cette intersection.
4.862151606,45.776030537,69266,"Les bus et taxis se comportent en general d'une facon dangereuse pour les cyclistes dans ce tunnel ou il est impossible de depasser, faisant comprendre aux velos qu'ils ne sont pas bienvenue car ""moi je travaille"" disent-ils."
4.876752775,45.755829735,69266,
4.869686915,45.752787522,69123,
4.889754971,45.759572006,69266,
4.833638769,45.747795047,69123,"L’intersection Berthelot est infernale dans le sens 7e - Perrache. Piste trop étroite, itinéraire compliqué jusqu’à confluence à cause des passages souterrains."
4.864209378,45.755979484,69123,Les voitures ne respectent pas la limitation de vitesse 
4.870989721,45.75522491,69123,"Avec les travaux, très compliqué de circuler à vélo dans les 2 sens sur cette voix"
4.878625379,45.727853419,69123,Voie cyclable non séparé 
4.861583168,45.758986959,69123,Voiture arrêtés très fréquemment sur la piste comme un déposé minute 
4.855321579,45.759545489,69123,"Le trottoir bas, l'entrée de parking et l'espace disponible encourage les voitures a s'arrêter constamment et ne prennent pas en compte le traffic velo"
4.869253632,45.752876204,69123,Cette zone de rencontre ne suggère pas d'itinéraire pour connecter les 2 parties de la piste cyclable 
4.85047223,45.757934503,69123,Les petites rues à contre-sens 
4.860420889,45.749814224,69123,Le céder le passage des vélos pour les véhicules motorisés est très dangereux car pas évident à comprendre qui a la priorité et qui doit la donner
4.855165291,45.756866416,69123,"Voie à 30kmh peu respectée alors qu’il y a des écoles à proximité (placé saint Anne) et une vie de quartier très riche. 
Les vélos peuvent circuler en double sens mais les véhicules sont souvent agressifs en ne se deportant pas délibérément.

Rue parallèle (avenue Lacassagne)

La rue comporte trois voies et les voitures roulent très vite, aucun marquage vélo ni voies cyclables séparées. Très dangereux

"
4.824646109,45.756081821,69123,
4.815608168,45.769196555,69123,
4.841347698,45.760581732,69123,Mettre des feux pour les cyclistes sur la voie 1 ++
4.878871295,45.743016838,69123,
4.893212841,45.764771655,69266,Automobilistes arrivant de la rue perpendiculaire qui ne regardent pas si un cycliste arrive sur la piste cyclable qui circule à contre-sens de la voie à sens unique pour voitures
4.88396358,45.764737997,69266,Automobilistes arrivant des rues perpendiculaires qui ne regardent pas si un cycliste arrive sur la piste cyclable qui circule à contre-sens de la voie à sens unique pour voitures
4.826661226,45.739101251,69123,compliqué de continuer vers Gerland
4.848405058,45.830537139,69063,En direction de Lyon Obligé de couper la voie des véhicules dans le sens inverse pour récupérer la voie cyc8
4.809681266,45.71749611,69149,"Lorsque qu'on souhaite aller en direction de la gare d'Oullins, on se retrouve en plein milieu de la circulation"
4.870923582,45.761184709,69123,Les voitures arrivent a fond a contre sens 
4.795652708,45.751793906,69123,"Rue François genin très étroite et partagée avec les voitures qui doublent parfois dangereusement.
De nombreux vélos passent sur le trottoir du coup... Impossible de passer par la avec des enfants pour aller à l'ecole"
4.792552781,45.752036045,69123,Rue mère rivet non aménagée dans le sens nord sud... Les vélos sont coincés entre les portieres à droite et les voitures en excès de vitesse
4.790379543,45.747363077,69123,"Avenue charcot, aucun aménagement cyclable et des voitures qui vont trop vite "
4.828257139,45.749626495,69123,
4.874180846,45.754265375,69123,
4.866459777,45.753412421,69123,Teavaux
4.865998648,45.772395907,69266,Pas de piste cyclable
4.856919409,45.753079756,69123,Avenue Félix Faure : circulation dangereuse depuis deux ans à cause des travaux
4.823818199,45.732940431,69123,Interruption abrupte de la piste cyclable 
4.838005056,45.772649637,69123,"Tunnel de la croix rousse, sous dimensionné pour le traffic actuel. Dépassements dangereux quotidiens. 
Rupture cyclable côté 6eme arrivé sur Duquesne. "
4.886208568,45.766850833,69266,
4.849288708,45.752846603,69123,
4.803173325,45.77787927,69123,
4.883948113,45.753984902,69123,Voie verte affreuse avec scooter et vélo électrique 
4.794008973,45.774638862,69123,
4.818798778,45.767519541,69123,"Quai saint viincent 
Piste cyclable en direction de la presqu'île partagé avec les bus. Des trius énormes dans la chaussée,  c'est dangereux car oblige à se déporter pour les éviter.. plus les travaux cette année donc lorsqu'on se déporté alors que la chaussée est rétrécie c'est encore plus dangereux "
4.877893874,45.764408516,69266,"Tout le début de la rue de 4 août est en travaux,  dangereuse car l'irrégularité du goudron qui est mis sur l'ancien entraîne des trous, des bosses qui sont périlleux "
4.858333114,45.758925975,69123,
4.894806473,45.753814023,69266,
4.899213129,45.752880637,69266,
4.860840291,45.750889336,69123,Carrefour dangereux
4.858820074,45.747223204,69123,
4.862994645,45.758983414,69123,carrefour complexe
4.861507351,45.759023711,69123,carrefour complexe car voitures savent pas qu'on peut avancer en meme temps
4.852424751,45.7591849,69123,"travaux, deviations sans cesse peu claires"
4.881320924,45.738868026,69123,Rue peu large et les voitures roulent vite
4.882883492,45.732974502,69123,"Rue dangereuse, possibilité pour vélo de rouler à contre-sens alors qu'une voiture passe tout juste"
4.88127131,45.735959638,69123,"Contre-sens pour vélo, rue étroite, danger."
4.805496585,45.775459641,69123,Rond point très dangereux à velo
4.854248484,45.771249812,69123,Brotteaux 
4.80619871,45.775151424,69123,Valmy
4.798673531,45.782574481,69123,Sortie lyob vers tassin 
4.863381798,45.754240814,69123,Travaux en cours Félix Faure 
4.853380093,45.751663663,69123,Trafic
4.842201396,45.746144096,69123,Trafic 
4.839926522,45.756248124,69123,
4.840996625,45.75992837,69123,
4.844483287,45.777968009,69123,
4.847645884,45.763526098,69123,"sens Rhone => Villeurbanne, Piste cyclable au bord de la route alors qu'il y a un voie de bus qui pourrait être partagée avec les vélo et serait plus sécuritaire"
4.841111626,45.762547943,69123,Voie lyonnaise le long du quai de Rhone. Pièton traversant n'importe ou car pas de signalétique claire qu'il s'agit d'une piste cyclable + voitures stationner le long bloquant la visibilité des piétons et cyclistes
4.774494323,45.758307823,69244,"Traverser carrefour dangereux, et pas de pistes cyclables sur plusieurs voies"
4.800319483,45.763542325,69123,"Avenue faite pour les voitures qui roulent trop vite , pour aller au marché ou faire ses courses à vélo, gros danger"
4.772022226,45.763696051,69244,Pont à deux voies où les véhicules circulent à vive allure. Point noir pour relier la nouvelle pc double sens vers la tour de salvagny. La seule solution pour leviter: un grand detour par tassin centre
4.847989271,45.769041373,69123,Bande cyclable squattée en permanence par des voitures en double file toute la journée. Vraiment dangereux. Mais aucune réaction de la police... 
4.875048265,45.734943979,69123,
4.842885437,45.744884419,69123,Sur toute l’avenue
4.829437602,45.748280353,69123,
4.80494312,45.713113763,69149,
4.827951679,45.759751711,69123,Zone tendue avec véhicules qui tournent à droite et oublient la priorité vélo 
4.826313713,45.764032753,69123,Dépassement difficile pour les voitures 
4.864913677,45.732692389,69123,La voie vélo avec le tram au milieu : dangereux par manque de visibilité 
4.85340691,45.749207293,69123,Voie cyclabe passe subitement du côté droit au côte gauche de la route. Dangereux.
4.840271467,45.756239138,69123,"Lorsqu'on vient de Bellecour pour rejoindre le quai en direction de la tête d'or, changement de voie difficile, quand les voitures ont le feu vert direction guillotière"
4.826015727,45.732675035,69123,
4.84214293,45.745049143,69123,
4.859692786,45.739491178,69123,sur toute l'avenue
4.861649051,45.760245534,69123,Cohabitation difficile avec les taxis à proximité de la gare
4.829996637,45.777431145,69123,
4.823656172,45.773581292,69123,
4.834804691,45.778233985,69123,
4.843857543,45.776738717,69123,"en attendant le prolongement de la voile lyonnaise 1, la situation est peu pratique, et ne permet pas de gérer le flux de vélos / croisement avec les voitures et piétons"
4.860290381,45.757076037,69123,"bande cyclable non isolée de la route, beaucoup de véhicules/camions/bus, et de bruits/vitesse. Sentiment d'insécrité"
4.905713427,45.714804059,69259,"aucun aménagement pratique entre le parc de Parilly, et la piste cyclable isolée de l'avenue des Temps Modernes"
4.822260892,45.734876104,69123,pietons + vélos
4.815393196,45.730348939,69142,carrefour compliqué
4.829235773,45.743242324,69123,trotinettes/ monoroues débridéés = danger
4.84968485,45.772994654,69123,Queue de poisson des voitures qui tournent aussi
4.841614358,45.773553121,69123,Demi tour en épingle très difficile quand on veut retourner vers le 9e en ayant longé les quais
4.841310225,45.772308286,69123,Ici c'est un peu l'anarchie pour traverser + tourner pour reprendre le boulevard car concerne beaucoup de vélo sur les horaires de travail et il y a des voitures et vélos dans toutes les directions 
4.885811669,45.768485225,69266,"Le cœur Émile zola: trop de véhicules stationnent de manière temporaire sur la piste cyclable, obligeant les vélos à faire un écart sur la voie des voitures "
4.884613252,45.765574728,69266,"Piste cyclable qui passe sur le trottoir puis reviens sur le route => très dangereux vu que les piétons marchent sur la piste cyclable et la réinsertion sur la route est hyper dangereuse (pas de signalisation, marquage au sol pour le signaler aux voitures)"
4.868535818,45.750720189,69123,"une partie de la rue sisley est étroite. quand on circule dans le  même sens que les voitures, pas la place pour doubler et ça colle dangereusement voire ça klaxonne pour qu'on roule dans le caniveau"
4.852610634,45.752731108,69123,travaux
4.843136443,45.749933536,69123,contre sens vélo un peu dangereux
4.863841378,45.745679344,69123,travaux
4.81336731,45.724412736,69142,"Entre Oullins et la Mulatière, très partiellement aménagé"
4.77866962,45.760272124,69244,"Tout le pzrcours entre Tassin et Craponne, sans doute un des pires itinéraires de l'agglo"
4.830559572,45.758916393,69123,Carrefour cohabitation vélo voiture piétons impossible 
4.832864792,45.759705227,69123,Ne peu pas être remonter a contre sens par les vélo alors qu elle est loin dangereuse que la rue Édouard henriot 
4.861639579,45.746480197,69123,"Travaux, et pas d’alternatives proposées."
4.857027269,45.747638868,69123,Mauvaise gestion des feux pour les voitures depuis la fin des travaux 
4.829849631,45.759148426,69123,Les travaux sont un calvaires
4.833433558,45.760273779,69123,Les piétons sont les rois du monde
4.834024208,45.759034622,69123,Impossible de circuler à velo
4.869033554,45.718864386,69259,Feu rouge non adapté
4.874775515,45.71214454,69259,Feu rouge dangereux pour les vélos dans le sens Vénissieux -> Lyon
4.841913491,45.745242231,69123,"Trop de paramètres (TRAM, Voiture, Piétons en masse (gare SNCF), Vélos"
4.863144708,45.770530806,69266,"charpennes, travaux tramway, multi usage pietons/cyclo/voiture pas assez différenciés"
4.837254377,45.768662607,69123,difficulté  de trouver l'itineraire velo apres le pont Morant vers Terreaux
4.861636999,45.75933832,69123,
4.858223632,45.753425093,69123,Des trous de partout. Un vrai champ de mines depuis des années 
4.859212855,45.766304765,69123,Tourner de la rue Jules Ferry en venant du nord pour aller vers la rue Vauban est compliqué
4.837396681,45.772867727,69123,"Carrefour avec une voie cyclable rapide, insertion difficile sans miroirs ni visibilité "
4.86203922,45.761284343,69123,"Piétons stagnantes sur la piste cyclable (je ne leur en veux pas, elle est très (trop ?) discrètement indiquée, et taxis qui, visiblement, sont aveugles aux cyclistes."
4.838471939,45.726296857,69123,Poteaux au milieu de la piste cyclable 
4.884748268,45.754345958,69266,
4.898886923,45.757046381,69266,
4.861972368,45.760239702,69123,
4.82927942,45.749247628,69123,Absence de zone cyclable 
4.836117359,45.746935204,69123,Absence de zone cyclable circulation voiture dense
4.84859511,45.74513328,69123,Carrefour ingérable pour aller à blandan en arrivant du Rhône 
4.82942305,45.759235612,69123,"Pour passer du pont Bonaparte à la place Bellecour, le zig Zag à faire rue Chambonnet est compliqué "
4.838095389,45.746416591,69123,L'avenue Berthelot est impraticable en vélo 
4.858990676,45.732274706,69123,La rue Pierre delore est à revoir pour améliorer les conditions des cyclistes 
4.845905281,45.743843495,69123,Toute l’avenue Berthelot
