description;commune;travaux_id_match;longitude;latitude
Travaux qui bloquent, mais qui n'avancent plus depuis des années;69123;115328;4.818377456;45.739693784
Travaux en cours depuis plus d'un an et demi (rien n'a bougé pendant plus d'un an);69123;181612;4.828905213;45.726483557
Depuis le début des travaux du tram, traversée entre les quais du Rhône et debourg bien difficile;69123;181612;4.824012967;45.731604798
travaux important, route  defoncé et bouchon...;69123;148414|182384;4.845255913;45.722641402
;69123;185682;4.800213525;45.783138203
Route sur deux vois, les voitures vont très vite;69081;180538;4.793078595;45.774018232
"";69123;180538;4.793634468;45.77356089
"";69040;162326;4.785550612;45.801549279
travaux extrêment dangereux et signalisation inexistante;69266;135904;4.890856999;45.755688131
Discontinuité cyclable;69123;180538;4.792943618;45.77356084
Travaux de longue durée malgré un grand nombre de cyclistes la bande cyclable mise en place(contresens) est très dangereuse. Altercations et incidents en tout genre très réguliers.;69123;158882;4.858447907;45.753669436
;69123;179810;4.863096382;45.745991178
Avenue Félix Faure en travaux depuis 1 an, sol irrégulier (nids de poules, bosses gravats...). Circulation en sens inverse dangereuse car le balisage est mal positionné et la proximité des voitures en sens inverse ne met pas en sécurité;69123;158882;4.857995034;45.753482763
Ruelles problématiques à velo;69123;158882;4.852320496;45.752849912
Accès au sud de perrache.;69123;115328;4.818553481;45.734719965
rue marietton , beaucoup de circulation;69081;180538;4.794477717;45.775259515
travaux;69123;148414|182384;4.845384984;45.725950278
accès à la piste cyclable depuis la chaussée opposée;69244;180538;4.792201969;45.77321813
Infrastructure manquante;69081;180538;4.793211472;45.774155599
travaux, route dangereuse;69123;148414|182384;4.845033938;45.723807645
"";69123;158882;4.859338386;45.753609009
Portion sans piste cyclable avec bcp de circulation;69123;182931;4.856493036;45.772635064
Villeurbanne Grandclément;69266;135907;4.880692234;45.759932044
Non respect des feux;69123;179810;4.871220076;45.745503175
travaux du tramway;69266;135904;4.891709278;45.755863621
"";69123;185682;4.807774234;45.777302356
"";69266;158882|160582;4.876212726;45.755721637
"";69123;158882;4.866512587;45.754542832
piétons qui traversent n'importe où (piste cyclable pas assez visible);69123;115328;4.819419322;45.741252403
Volley;69199;158717;4.856004679;45.700908963
Pas de bande cyclable, vehicules circulant a grande vitesse en ligne droite, route en mauvais etat sur les bordures, travaux qui reduisent l'espace en bord de route;69081;180538;4.793553219;45.774549245
Prolonger la piste de l'avenue Hugo jusqu'à rue Marietton et SURTOUT : faciliter son accès pour ceux qui vont vers Tassin;69244;180538;4.79233603;45.773343974
;69123;180538;4.793663236;45.773567377
;69081;180538;4.791773974;45.77317297
Les travaux se font au mépris total des cyclistes et des piétons;69123;181612;4.839247294;45.72618952
Proximité piétons / bus / tramway / vélos avec beaucoup d'affluence.;69123;184053;4.85823582;45.760436094
La route de Genas dans l'ensemble;69266;158882;4.878753819;45.754935561
travaux constants, danger confrontation traffic, pistes trop petites et interrompues sans cesse;69123;158882;4.859952519;45.753835555
Ruede Gerland  limité à 30km/h mais les auto y roulent souvent à plus de 70km/h, il manque des ralentisseurs notamment aux croisements où il y'a de nombreux accidents;69123;74592;4.83906614;45.732486464
Rue moulllaird / montée Duchère : Actuellement travaux et dangereux en vélo, c'est la route la plus directe et la moi s pénible pour aller chez nounou.;69123;185682;4.800727743;45.783135434
Tous les carrefours sont dangereux quand on rejoint ou que l'on quitté la rue Garibaldi avec les voitures qui ont le feu vert pour tourner et qui évitent de justesse les vélos qui ont le feu vert pour traverser;69123;160782;4.852831456;45.756848616
TRavaux qui n'en finissent pas route de Genas. Piste cyclable dégradée;69123;158882;4.885856026;45.754248984
Travaux de la rue des Frères Lumières sans place pour les vélos;69123;179810;4.868873546;45.744521091
Travaux depuis plus d'un an;69123;158882;4.864214269;45.754109714
Les cyclistes ne savent où passer pour rejoindre la bande cyclable avenue Debourg (sens O-E) et idem pour traverser le carrefour (sens E-O) et récupérer la piste vers le pont mode doux.;69123;181612;4.82440148;45.731509203
Cours tolstoi : Sens ouest->est  pas de voie cyclable : voie partagée avec les voitures (prévue comme telle mais sans aménagement et peu aisée) ou avec les bus (non prévue mais plus aisée);69266;134284;4.881268035;45.761930905
croisement dangereux, pas prévu pour les vélos;69123;160782;4.852532699;45.75698847
travaux du BHNS, priorité aux voitures pendant les travaux, plus aucun aménagement vélo;69266;165198;4.909266846;45.750757656
Route de genas;69029;165198;4.901916551;45.752042957
"";69123;180538;4.795209074;45.77589751
toute l'avenue felix faure et les rues qui la rejoignent, trop de travaux, une signalétique morcelée;69123;158882;4.854846666;45.753094243
le carrefour est extrèmement mal réalisé : velo et pietons se retrouvent en grappe condensée sur les mêmes voies le matin, à jongler avec des voitures qui ne savent pas si elles peuvent s'avancer. gros carrefour entre famille, vélo (pistes cyclables très fréquentées qui se rejoignent mais avec une coupure), tram et 3 voies + nombreux bus;69123;158882;4.885680576;45.754158514
Sens montant Lyon -> Tassin;69081;180538;4.792595173;45.773664473
Problème de pririoté de passage entre tram, voitiure, péiton;69266;135904;4.891177356;45.755799444
rond point en bas du 25ème RTS;69123;185682;4.800427998;45.781464978
;69123;158882;4.861174135;45.753847852
;69123;158882;4.862223774;45.754014131
en attendant la fin des travaux;69123;158882;4.853384276;45.752893924
Tourner à gauche difficile;69123;158882;4.867443435;45.754542365
Travaux tram;69266;136952|155875;4.889265211;45.759163678
Tout cet axe est devenu impossible à circuler à vélo (ou en voiture aussi d'ailleurs, voire à pied) à cause des travaux sur plusieurs kilomètres. L'endroit le pire de tout Lyon, à éviter.;69123;158882;4.867339542;45.754601286
Une bonne partie de la rue Paul Bert, sans aménagement (ou provisoire, effacé) et  revêtement très abimé. Mais franchement il y a beaucoup d'autres points durs problématiques dans Lyon.;69123;160782;4.853077352;45.757048986
"";69266;158882;4.884446927;45.7542639
Travaux depuis de longues années - même si maintien d'un espace (très serré) pour circulation vélo à double sens - Etat de la voierie très contraignant à vélo;69123;158882;4.874332206;45.75539633
Avec les travaux, nids de poules en permanence (parfois sur une place mal éclairée ou pas éclairée) et contre sens cyclable non assuré (réservé piétons alors que les piétons ont un trottoir refait à neuf);69266;136952|155875;4.887219585;45.75871692
Bcp de travaux et de voitures. Gros problème d'aménagement;69123;158882;4.857186297;45.75327447
Trop de voitures + route majeure de bus + aucun espace pour vélos;69123;185682;4.803241107;45.777646132
"";69123;185682;4.807255012;45.777125873
Carrefour toujours très compliqué avec des bouchons et des automobilistes énervés qui conduisent n'importe comment. Aucune protection des cyclistes.;69123;158882|160582;4.876200521;45.755728698
;69123;179810;4.86100487;45.746665751
En remontant la rue marietton, il faut traverser 4 voies pour remonter vers la rue Victor Hugo pour continuer la piste cyclable… dangereux;69244;180538;4.792486386;45.773405243
;69123;181612;4.837717692;45.726166511
;69266;155875;4.890360824;45.759535374
"";69123;158882;4.860678045;45.753763556
Les travaux depuis plus d'un an avec un passage en vélo à contre sens au milieu des travaux;69123;158882;4.854018482;45.752947603
"";69123;158882;4.863668013;45.754317476
Travaux du tram, chaussée déportée à l'occasion sur le trottoir, enrobée avec des trous;69266;135903;4.891514355;45.754160055
Travaux du BHNS : pas d'indication des voies de circulation sur la chaussée que ce soit pour les voitures, les vélos et les piétons;69266;135903;4.89605412;45.753558615
;69081;180538;4.791623045;45.772812491
Rue horrible sans infrastructure cyclable et une quantité de voitures affolante;69081;180538;4.792730623;45.773720731
travaux, accès vélo compliqué;69123;158882;4.862896094;45.753990958
;69123;158882;4.859996588;45.753731976
;69123;158882;4.879220984;45.754840232
L'avenue Félix Faure a cause des travaux;69123;158882;4.858308615;45.75351376
Sur toute l'avenue : travaux depuis plus d'un an, chaussée très dégradée, voie étroite, les voitures ne respectent pas les vélos, accidents...;69123;158882;4.85751337;45.75344305
Velo à contre-sens dans la montée faut d'alternatives. En face voiture qui arrivent rapidement car rue qui descend. En haut de la rue, aucunes issues pour les vélos qui sont obligés de prendre le trottoir;69123;180538;4.793241554;45.773553084
"";69266;158882;4.876400235;45.754925871
"";69123;181612;4.823946008;45.731637846
"";69123;115328;4.817941586;45.733915605
Travaux dangereux;69123;158882;4.877980099;45.754918207
Absence d'accès à la piste cyclable;69081;180538;4.792080964;45.773202383
En travaux depuis février 2024, le passage à vélo est compliqué, la route très abimée, la rue étroite et la cohabitation avec les voitures compliquées;69123;158882;4.857447674;45.753437352
"";69123;180538;4.793541685;45.773603357
Voie piéton très étroite juste à côté voie cyclable;69081;180538;4.791602167;45.772836593
"";69123;158882;4.855532145;45.753224904
Les travaux interminables de l'avenue Félix Faure ont complètement ruiné l'état de la route et la prise en compte de la fréquentation, qui est très importante en heure de pointe, de cette voie par les cyclistes est quasi inexistantes.;69123;158882;4.866029674;45.754466141
"Toute la rue Félix Faure est dans un état exécrable avec une chaussée très dégradée depuis plus de 4 ans et des travaux incessants sans remise en l'état digne de ce nom. 
La portion de la rue Garibaldi qui rejoins l'avenue Félix Faure (après la fin de la piste cyclable) est dangereuse et impraticable depuis le démarrage des travaux d’enfouissement de la trémie (des trous énormes + voitures qui prennent toute la place)";69123;158882;4.853517276;45.752949633
Carrefour Rouget Delisle;69123;158882;4.866612283;45.754536951
Travaux longe durée, pas vraiment d'aménagement prévus pour les cyclistes.;69266;135904;4.890759801;45.759083479
principalement dû à des travaux;69123;158882;4.866552333;45.754545711
Intersection tram et vélo complexe;69123;184053;4.858146516;45.761041602
Travaux et carrefour dangereux;69123;158882;4.859426313;45.753676328
Nécessité de meilleure visibilité du feu vélo caché par le stationnement;69123;179810;4.871226564;45.745397295
Carrefour d'entrée du port Édouard Herriot;69123;181612;4.837702421;45.726233982
Carrefour Av.  Jean Jaurès avec ces travaux;69123;181612;4.830789942;45.726484361
Trop de gens utilise la voie cyclable, piétons, livreur, automobilistes;69123;179810;4.867732265;45.744777363
le bordel pour se localiser;69123;115328;4.818811381;45.738681056
Travaux tout le long de l'avenue, + autres travaux aux extrémités, contre-sens pas assuré, dangereux, poussiéreux depuis 1 an et encore pour 18 mois au moins c'est l'enfer- multiples reclamations faite au Sitral maître des travaux;69123;158882;4.869808467;45.754928404
Travaux;69123;181612;4.823912554;45.731387303
les gens roulent comme des zinzins, les routes sont dangereuses;69123;158882;4.85544059;45.753212315
Dépotoire / chaussée défoncée, etc. rue de Surville au débouché de la partie fermée au véhiculé;69123;148414|148415;4.845660885;45.718970831
"";69123;115328;4.818218663;45.734282636
Le quartier est très utilisé par beaucoup de velotaffeurs mais pas totalement aménagé en piste cyclable ou sécurisé pour les vélos. Ici passage sous un pont route partagée, les voitures ne respectent pas toutes une distance correcte avec les vélos;69123;148414|182384;4.845253251;45.725943465
Véhicules du marché garés proches de la piste et juste devant le feu rouge cyclistes;69123;179810;4.8712393;45.745509751
Pas de piste cyclable avenue Félix faure;69123;158882;4.859186899;45.75365158
Je me suis faite renversée à ce carrefour, alors que je traversais sur la piste vélo au feu vert pour moi, car les voitures qui arrivent du cours garibaldi et tournent à droite sur la rue Paul Bert ont feu vert aussi : l'automobiliste ne m'a pas vu et j'ai eu une fracture du coccyx...;69123;160782;4.852677296;45.756987839
Avenue lacassagne;69123;158882;4.86638559;45.754646693
Le croisement avec le tram n'est pas organisé;69123;181612;4.823861732;45.731608139
Toute l'avenue Félix Faure, c'est temporaire puisqu'en travaux mais c'est dangereux en ce moment d'y passer. La rue est très étroite et il y a des trous partout.;69123;158882;4.85718217;45.753392044
travaux;69123;158882;4.859388135;45.753679086
très compliqué de faire la liaison entre la piste cyclable Avenue Victor Hugo et les quais (obligé de rouler avec les voitures rue Marietton, pas de piste dédiée, pas de place…);69123;180538;4.79454778;45.775209429
jonction piste cyclable difficile;69123;160782;4.852708471;45.757017708
;69123;158882;4.854750801;45.753037223
pas de sécurisation vélo;69123;158882;4.854750801;45.753037223
Avenue Felix Faure;69123;158882;4.882028207;45.754425493
La traversée de Vaise et l’accès à la piste cyclable pour aller à Tassin sont inadaptés;69081;180538;4.794965167;45.77565313
Dangereux à cause des travaux;69123;158882;4.854191286;45.753029737
Les gros carrefour ne sont pas bien aménagé;69266;165198;4.90745782;45.75114588
"";69123;158882;4.863356117;45.754269568
"En remontant la rue marietton vers l'avenue de verdun, les cyclistes sont mis en danger. Les voies sont souvent en travaux créant des changements de voies dangereux, les automobilistes pressés d'arriver sur l'échangeur pourraient pousser le vélo pour aller plus vite. Section très dangereuse car aucune voie vélo séparée
L'objectif est de passer de lyon 9e à Ecully";69081;180538;4.792821438;45.77386224
;69123;185682;4.803655219;45.777242383
Travaux;69123;158882;4.863748729;45.754116629
Aucun effort d'aménagement;69123;158882;4.864632214;45.75429166
Aucun effort total;69266;135904;4.891116039;45.755794392
en travaux depuis 1 ans. Insupportable;69123;158882;4.856719384;45.753280791
Travaux;69123;158882;4.859489554;45.753674806
il y a une pise cyclable qui débouche sur un neoud routier (des travaux sont en cours);69081;180538;4.792410207;45.773483993
Des travaux dans toutes les directions depuis plus d'un an;69123;158882;4.867767982;45.754698237
;69123;158882;4.8653275;45.754423429
"";69123;158882;4.85908579;45.753627077
Travaux excessivement longs;69266;135941;4.872496157;45.778972961
Travaux d'aménagement limite la facilité d'accès à la l'avenue des frère lumière;69123;179810;4.863973693;45.74574231
"";69123;158882;4.858962857;45.753694041
Route de genas;69266;158882;4.884627213;45.754331036
Toute l'avenue felix faure;69123;158882;4.860125933;45.753763132
La route défoncée à cause des travaux;69123;158882;4.858363966;45.753588315
;69123;158882;4.853733705;45.752978687
;69029;135917;4.898389247;45.752821635
;69123;179810;4.871249769;45.745537042
Rue Marietton;69123;180538;4.795202496;45.775865799
Travaux et voie très resserrée. Présence de trous;69123;158882;4.855759208;45.753285448
Travaux dangereux;69266;135905;4.883855484;45.757777105
le bout de la rue marettion est en travaux depuis plusieurs mois, la chaussée est très abimée suite à tranchée... très compliquée;69123;180538;4.793108318;45.773918845
"";69266;135904;4.890860919;45.7555957
"";69081;180538;4.794686825;45.775521815
travaux;69123;158882;4.863221105;45.754167949
Travaux;69123;184053;4.858443046;45.759910095
Travaux interminables;69123;158882;4.86330129;45.754142414
"";69123;185682;4.800514075;45.783061995
"";69123;181612;4.830698418;45.726572765
"";69081;180538;4.793082911;45.774122005
A cette carrefour il y a bcp de feux et peu de place et c'est impossible de traverser d'un seul coup;69123;115328;4.81879795;45.736016337
pas de piste cyclable depuis la rue Vuillerme vers le pont raymond barre , obligation de traverser la station service et prendre la rue vuillerme à contresens des voitures sans piste cyclable;69123;115328;4.817979222;45.734442358
;69123;158882|160582;4.876197521;45.755701767
"";69123;158882;4.856806957;45.753391217
Refus de passage vélo regulier par les automobilstes. Très dangereux;69123;181612;4.837646299;45.72621661
Difficile depuis ce lieu de prendre le pont Raymond Barre.;69123;181612;4.824232685;45.731700985
"";69123;179810;4.866975256;45.744886511
"";69123;185682;4.80353381;45.7774564
En ce moment avec les travaux, itinéraire de substitution améliorable (partage de voie avec piéton et scooter ...;69266;135922;4.875868956;45.776700965
travaux depuis tres longtemps;69123;158882;4.886197646;45.75421653
;69123;158882;4.857866548;45.753485912
"";69266;135905|155875;4.885273233;45.758278673
Avenue Félix Faure (travaux);69123;158882;4.859389481;45.753633472
dans le secteur de la gare part dieu difficile de savoir où l'on doit passer;69123;184053;4.858169276;45.76052836
Travaux;69123;158882;4.858102443;45.753521158
Travaux sans chemin alternatif pratique;69123;158882;4.884660782;45.75421866
La rue Marietton est très très dangereuse pour les vélos alors que très pratique;69081;180538;4.794598562;45.775333493
;69123;158882;4.85945735;45.753715394
Travaux;69123;158882;4.863243584;45.754202891
;69266;155875;4.889754971;45.759572006
;69123;185682;4.803173325;45.77787927
"";69123;180538;4.794008973;45.774638862
;69266;135903;4.894806473;45.753814023
Travaux en cours Félix Faure;69123;158882;4.863381798;45.754240814
travaux;69123;158882;4.852610634;45.752731108
Travaux, et pas d’alternatives proposées.;69123;179810;4.861639579;45.746480197
Des trous de partout. Un vrai champ de mines depuis des années;69123;158882;4.858223632;45.753425093
Poteaux au milieu de la piste cyclable;69123;181612;4.838471939;45.726296857
;69266;158882;4.884748268;45.754345958
Le stationnement en épis dans une descente, mets en danger les vélos qui descendent (accident assuré si une voiture recule avec un vélo qui ne descendrait pas « au pas »);69266;135905;4.885229606;45.758467222
Carrefour soit dangereux (en passant sur les voies), soit faisant perdre beaucoup de temps (nécessitant d’attendre à plusieurs feux piétons sur les passages piétons avec le conflits d’usage piétons / cyclistes);69123;158882|160582;4.876179721;45.755748436
Sortie de périphérique, très forte circulation motorisée;69123;185682;4.800754075;45.780444566
Traversée de l'enfer;69123;185682;4.807492565;45.776940369
Volume, forte proximité et vitesse des voitures, en l'absence de zone cyclable;69081;180538;4.793417599;45.774344834
Travaux longue durée, pas de bande cyclable, chaussée très dégradée;69123;158882;4.854220674;45.753026676
Staionnements véhicules et poids lourds récurrents, notamment les jours de marché, mais en fait, les autres jours également.;69123;179810;4.87081161;45.744708519
Avenue Félix Faure vers place bir hakeim;69123;158882;4.856087815;45.753283169
A cause de travaux, très difficile de circuler;69123;158882;4.872872236;45.755236441
"";69123;184053;4.858252224;45.760244274
pas de second itinéraire sécurisé pour les vélos pendant les travaux;69123;179810;4.862623361;45.746217938
absence de station velov et box sécurisé;69123;74592;4.839238429;45.732565001
Travaux en permanence qui n'avance pas. Dangereux au possible et l'itinéraire alternatif est très long.;69123;158882;4.86946306;45.754825119
Voie partagé, agressivité.;69081;180538;4.794771129;45.775482578
En travaux depuis 6 mois, plus possible de la prendre en contresens depuis le retrecissement de la voie.;69123;180538;4.794559759;45.773633538
;69123;115328;4.81889374;45.740379659
;69123;158882;4.888615306;45.754188845
;69266;158882;4.886050459;45.754283034
;69123;158882;4.86694298;45.754478484
Itinéraire très dangereux quand on vient de la rue Marietton pour continuer sur l'avenue Victor Hugo;69081;180538;4.792260693;45.773343013
C'est vraiment pire en ce moment à cause des travaux mais même avant il y avait des problèmes pour passer sans danger des quais du Rhône à l'avenue Debourg;69123;181612;4.824088644;45.731579837
Toute le route de genas est dangereuse pour les vélos (forte circulation, automobilistes inconscients, stationnement sur bande ciclable quand il y en a une);69029;165198;4.901020373;45.752228235
"";69123;158882;4.884978666;45.754182891
Gare de Villeurbanne : partage de la piste avec les piétons proximité avec les voitures;69266;135904;4.89219251;45.755920287
Travaux du tram inacceptables : l'espace laissé aux vélos est impraticables et très dangereux;69256;170403;4.933192259;45.763808491
Travaux, stationnements gênants réguliers;69123;179810;4.86489202;45.745488285
Pas d’aménagement cyclable pour rattraper l’avenue Victor Hugo et sa piste cyclable vers Tassin + dangereux de passer par la rue Marietton, beaucoup de circulation, des voitures qui vont vites et des automobilistes exaspérés de ce quartier toujours congestionné par les embouteillages (matin/soir).;69123;180538;4.794065968;45.773536738
"";69256;170404;4.932582856;45.7675439
"";69256;170428;4.92652003;45.777622984
;69266;165198;4.908148376;45.751032068
;69029;165198;4.906729287;45.751164516
;69029;165198;4.909612181;45.750609271
Les travaux rendent impraticables la piste cyclable, les déviations mises en place sont dangereuses, changent tous les jours et parfaitement inadaptées aux différents modes doux (trottinettes notamment) en plus de rallonger le temps de trajet significativement car nécessite d'attendre que les voitures aient un feu rouge.;69256;170403;4.933091301;45.76378509
Avenue Félix Faure (travaux);69123;158882;4.858104917;45.753517866
Des voitures qui grillent les feux rouges;69029;165198;4.914152713;45.749249836
Route de Genas et Cours Richard Vitton : axes importants sans aménagement (ni marquage au sol);69123;158882;4.885720045;45.754159838
"";69123;185682;4.800336888;45.783117818
déviation vélo en cours cause travaux;69123;158882;4.863903794;45.754148709
;69040;162326;4.785327538;45.801685169
Beaucoup de voitures sur le rond point;69266;176350;4.890596492;45.782550756
"";69266;136952|155875;4.890384369;45.759418216
Zone constemment en travaux avec plan de circulation changeant toutes les semaines;69123;158882;4.859411276;45.753664269
;69029;165198;4.917693721;45.748440172
Pas de piste à contre sens;69123;180538;4.794428121;45.7735894
"";69123;179810;4.871074498;45.745492913
Travaux;69266;135905|155875;4.885126143;45.758174355
Travaux;69123;158882;4.873008579;45.755289334
"";69040;162326;4.794863039;45.792890051
"";69266;135905|155875;4.885196291;45.758184987
Conflits voitures / vélos très fréquents ici, j'y ai été agressée plusieurs fois au cours de l'année, probablement beaucoup de tensions dans le secteur;69266;165198;4.913959064;45.749335308
La route qui est catastrophique (cabossé) et les voitures qui ne respectent pas les sesn;69266;135922;4.876485945;45.776794592
Travaux très important sur la place et sur l'axe qui suit, aucune déviation pour les cycles et altércation + insulte de la part d'un automobiliste et menace avec son véhicule qui découle du partage infernal de la chaussée;69266;136952|155875;4.889052551;45.759140787
Travaux avec route à découvert, sans nouvel itinéraire sûr pour les vélos;69123;179810;4.864895682;45.745392042
Tourner à gauche vers le boulevard Anatole France (sens autorisé pour les vélos) est extrêmement dangereux.;69123;182931;4.856571508;45.772638405
;69266;155875;4.890057777;45.759676369
Travaux qui rendent l'avenue très dangereuse pour les vélos;69123;158882;4.873060756;45.755328478
Travaux;69266;135905|155875;4.885110347;45.758281109
Travaux;69266;135907;4.880780824;45.760691888
Travaux;69266;134284;4.880321128;45.765254357
"";69266;135905|155875;4.885291072;45.758333399
"";69266;134284;4.880212141;45.768299563
Pas de feu pour les vélos du coup c'est compliqué de passer avec les voitures qui ne veulent pas nous laisser passer;69123;158882;4.884661414;45.754178925
Travaux zone restreinte;69266;135939;4.879249722;45.771836677
Circulation très dense et voie étroite à cause des travaux, la piste en cours de construction n'avance plus depuis plusieurs mois;69266;135905;4.883634653;45.75782846
Carrefour important de voiture dont sortie de périphérique;69029;165198;4.906250837;45.751308471
"";69123;158882;4.873929446;45.755443378
Travaux en cours et peu d’aménagements sécurisés;69266;135904|136952|155875;4.890589804;45.759378311
Tout est dangereux ici, quel que soit le sens de circulation.;69029;165198;4.907482705;45.751097949
;69266;176350;4.890548735;45.782868276
;69266;174909;4.902994695;45.780058489
rond point avec accès au parc et flux de voitures continu et vitesse importante (arrivée du périphérique);69266;176350;4.890674864;45.782665096
Travaux;69266;134284;4.880250287;45.76860704
Travaux jonction des 2 trams, peu d'espace et face aux voitures et surtout compliqué face à un camion;69266;135904;4.89114005;45.755706524
;69266;135904;4.892508432;45.756191659
"";69266;135905|155875;4.88533268;45.75816951
Travaux;69266;135904;4.890492586;45.758897543
Pas de voie cyclable;69123;158882;4.886206207;45.754254593
"rond-point
+ rue en travaux";69266;176350;4.890740338;45.782991653
;69266;155875;4.889831093;45.75961569
Des camions de livraison en double file presque tout les matins;69266;135939;4.880553516;45.769299758
"";69266;135922;4.873949036;45.776500431
Travaux, espaces cyclables à redéfinir;69266;135922|135941;4.874040582;45.776595922
Ce carrefour n'est jamais respecté par les véhicules motorisés, qui s'engagent sans ménagement sur la voie de bus, au détriment de tous les panneaux. Avec les travaux, la situation dégénère au quotidien, malgré la présence de plusieurs écoles ...;69266;155875;4.889916568;45.759614551
A cet endroit et jusqu'à la rue du docteur rollet, la circulation est très dangereuse depuis que les voitures peuvent remonter la rue du 4 août vers le totem;69266;134284;4.88043097;45.764780319
Tout autour de la place montplaisir c'est le bazar ..;69123;179810;4.870680107;45.744537896
priorité à droite qui n'est jamais respectée;69266;185551;4.87623094;45.760605442
;69266;176350;4.890414037;45.782879998
Travaux;69266;136952|155875;4.890854173;45.759445199
Présence récurrente de verre brisé sur la piste cyclable a proximité des bancs;69266;135904;4.893741933;45.756042503
"";69266;135907;4.880493851;45.760142859
Travaux;69123;158882;4.87190171;45.755167537
Pas suffisamment de Velov' à disposition sur les horaires de travail (sur le créneau 8h30-9h en semaine);69266;134284;4.880310447;45.767174828
"Le carrefour est en pleins travaux, c'est compliqué de tourner à gauche (nord) quand on arrive de l'ouest. Il y a pleins de \"niveaux\" différents, comme des marches, ce qui rend la zone difficile à vélo";69266;136952|155875;4.890102444;45.759261145
"";69266;135939;4.880637621;45.76937534
Avec les travaux, cet accès est compliqué;69123;158882|160582;4.876168696;45.755692984
Carrefour situé sous l'autoroute A7;69123;115328;4.817797524;45.734038736
"";69266;176350;4.890504763;45.782729585
Travaux;69123;158882;4.853690712;45.752964637
Travaux;69123;158882;4.859026396;45.75359568
conflit et irrespects des automobilistes;69029;165198;4.91768835;45.748434044
Pas de piste cyclable ou contre sens cyclable pour remonter vers Tassin;69123;180538;4.793497346;45.773543424
;69266;135904;4.891152739;45.755717608
"";69123;158882;4.884709174;45.754176123
Piste vélo inexistante pendant led travaux et rue très étroit;69266;135905;4.883135059;45.757646398
Croisement piste cyclable et voies voiture très compliqué;69123;158882;4.884799997;45.754249628
Travaux depuis 2 ans, suppression de la bande cyclable, impossible de respecter les deux sens cyclable de circulation;69123;158882;4.863286264;45.754187276
Carrefour dangereux;69256;97401|164075|172093;4.908141369;45.780653553
Rue qui change de sens de circulation régulièrement et qui n’à pas de voie vélo claires identifiée;69266;174909;4.906739492;45.78058571
Pas de jonction entre la rue du Bourbonnais et l'avenue Victor Hugo;69244;180538;4.79234499;45.773316555
travaux du tram, rues defoncées, barrieres de travaux dangereuses depuis 2 ans;69266;135904|136952|155875;4.890641259;45.759257427
la j'en parle même pas avec les travaux;69123;181612;4.830804757;45.726469921
Déplacement à vélo dangereux sur cet axe, mission suicide;69029;165198;4.908932108;45.750724269
;69044;177583;4.750840191;45.779330087
Carrefour dangereux pour les cyclistes;69123;185682;4.807530408;45.776991323
Pas de bande cyclable sur une partie de la route. Obligation de doubler les véhicules sur la voie à contre sens;69123;185682;4.80545784;45.776893172
;69123;180538;4.793211526;45.773550225
refus de priorité, stationnement dans les bandes;69123;179810;4.870929697;45.744818307
travaux;69123;181612;4.835594494;45.726382646
Endroit compliqué pour un cycliste, du a franchir, beaucoup de feux grillés par les automobiles et les bus TCL. Mauvaise visibilité. File d attente au tresor public sur la piste cyclable. Mauvaise signaletique;69256;170403|178544;4.933320309;45.763758682
;69123;181612;4.832288379;45.726553238
"";69040;162326;4.786918291;45.800098107
Carrefour dangereux, la synchronisation des feux impose de traverser en 4 temps, pas de signalisation claire pour les cycles, beaucoup de gens remontent le cours Charlemagne à contre-sens.;69123;115328;4.817973303;45.733900493
;69081;170044;4.769347753;45.766371902
L'avenue Félix Faure est en chantier et est difficilement praticable, sauf à rouler en VTT.;69123;158882;4.871190787;45.75511451
"";69123;158882;4.856113221;45.753338676
Cours Tolstoï vers grand Clément : circulation avec les voitures compliquées, pas de bande cyclable.;69266;134284;4.88046136;45.761948846
"";69081;180538;4.792360512;45.773485049
"";69123;158882;4.869063533;45.754811447
;69266;176350;4.89057643;45.78271616
Boulevard de l'artillerie, pour se rendre au bureau ENedis.;69123;74592;4.842793948;45.733555641
"";69123;158882;4.853293983;45.752871308
"";69123;185682;4.80316596;45.77779287
Très forte côte finissant par un feu véhicule, les vélos sont obligés d'attendre sur le replat au niveau de la voie principale très circulee;69266;135905|155875;4.88521015;45.758282059
Carrefour;69123;158882;4.866499295;45.754522431
;69244;180538;4.792396578;45.773422565
;69123;158882;4.855246269;45.753174318
;69266;136952|155875;4.889705847;45.759336154
"";69029;165198;4.903514318;45.751775919
;69123;158882;4.857899977;45.753572405
Aménagement partagé avec les véhicules motorisés, mais sans séparation physique des voies;69029;165198;4.914759812;45.749012114
"";69266;134284;4.88012605;45.769087763
"";69123;158882;4.866343027;45.754487966
Pas de voie séparée et dépassements dangereux des autres véhicules.;69266;134284|135907;4.880740008;45.761951821
"";69088;177464;4.862183496;45.814867007
;69123;181612;4.823838823;45.731740425
;69256;97401|164075;4.912783642;45.778314607
Non respect des priorités;69266;134284|135907;4.880729347;45.761957211
Carrefour très accidentogène.;69081;170044;4.76922217;45.766320476
Travaux;69266;158882;4.87916936;45.754867573
Travaux;69123;182931;4.856564125;45.772668934
Travaux;69123;179810;4.864918079;45.745484032
"";69123;158882;4.881315247;45.754596991
Carrefour dangereux très peu aménagé pour les vélos dans certains sens de circulation. Atmosphère très polluée due à l’échangeur autoroutier.;69123;115328;4.817806818;45.734198437
