numero;intervenant;nature_chantier;nature_travaux;etat;date_debut;date_fin;mesures_police;last_update;adresse;commune;code_insee;contact_tel;contact_mail;contact_url;gid
202512900;TSU / TCO / VTPCS-CS2;Aménagements sécurisés;Aménagement sécurité au droit des lieux publics;Validé;2026-01-05;2026-01-30;;2025-12-05 12:02:27.753274+01:00;Rue de l'Effort (Lyon 7e Arrondissement);Lyon 7ème;69387;04 78 95 67 20;;;200056
202512933;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Réparation de réseau (télécom ou video);Validé;2026-01-05;2026-02-20;;2025-12-05 12:02:28.958397+01:00;à côté  67 Avenue de Verdun (Dardilly);Dardilly;69072;;;;200058
202513120;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Renouvellement branchement Eau Potable < 25ml;Validé;2026-01-05;2026-01-23;;2025-12-05 12:02:27.971679+01:00;145 Rue Charles Laroche (Fontaines-Saint-Martin);Fontaines Saint Martin;69087;09 69 39 69 99;;;200064
202510493;TSU / TCO / VTPCN-CN3;Stationnement;Création / aménagement de places de stationnement;Ouvert;2025-11-12;2026-02-28;;2025-12-16 15:02:03.503997+01:00;Rue Magneval angle Montée Saint Sébastien (Lyon 1er Arrondissement);Lyon 1er;69381;04.28.67.51.20;;;198614
202513087;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2026-01-05;2026-01-16;;2025-12-16 15:02:03.391982+01:00;10 Allée du Vallon (Dardilly);Dardilly;69072;09 69 39 69 99;;;200062
202513092;PVO / Fourreaux Urbains - Avis Telecom;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Réparation de réseau (télécom ou video);Validé;2026-01-05;2026-02-27;;2025-12-16 15:02:03.518988+01:00;Avenue de Verdun (Dardilly);Dardilly;69072;;;;200063
202210470;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2024-08-19;2026-12-18;;2025-12-05 15:02:00.111198+01:00;Avenue Paul Marcellin, du 124 au Boulevard des Droits de l'Homme.  entre le giratoire et l'avenue Hénaff, puis l'avenue Grandclément du 109 a l'avenue Paul Marcellin, et du 31 Avenue Henaff, jusqu'a la rue Pierre Mendes France sur 30m après le rond point (Vaulx en Velin);Vaulx en Velin;69256;;;;200066
202510661;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Branchements eau potable < à 25 ml;Suppression branchement eau potable < 25 ml;Validé;2025-11-17;2025-12-31;;2025-12-16 15:02:03.799387+01:00;13B Rue des Razes (Feyzin);Feyzin;69276;09 69 39 69 99;;;196937
202510667;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-11-20;2025-12-26;;2025-12-16 15:02:03.947534+01:00;17 Rue Louis Reverchon (Couzon-au-Mont-d'Or);Couzon Au Mont d'Or;69068;;;;197032
202210463;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2024-08-28;2026-03-27;;2024-11-27 18:02:08.534106+01:00;Au niveau du carrefour Rue Romain Rolland / Avenue Joliot Curie sur 175m à l'Est pour rejoindre le Boulevard des Droits de l'Homme (Vaulx-en-Velin);Vaulx en Velin;69256;;;;172794
202412600;SIGERLY Réseaux et Eclairage;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2025-10-03;2026-02-28;;2025-12-16 15:02:03.132344+01:00;Du 30 Rue Louis Galvani et rue Deauville à la rue Pierre Voyant (Villeurbanne);Villeurbanne;69266;04 78 84 98 27;;;199320
202509128;DTEE ... RT Galeries;Construction, renouvellement et réparation réseau d'assainissement;Travaux en galerie (puits d'attaque et sous oeuvre) avec impact sur le DP;Ouvert;2025-11-25;2025-12-31;;2025-12-16 15:02:03.894925+01:00;Rue Magneval (Lyon 1er Arrondissement);Lyon 1er;69381;;;https://www.grandlyon.com/pratique/nous-contacter;193643
202511372;GrDF - Ingénierie;Construction, renouvellement  et réparation réseau gaz;Réparation sur réseau gaz;Ouvert;2025-12-10;2025-12-23;;2025-12-16 15:02:03.606555+01:00;Avenue Maréchal de Saxe (Lyon 6e Arrondissement);Lyon 6ème;69386;09 69 36 35 34;;;198484
202511184;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2025-11-24;2026-01-05;;2025-10-23 12:02:26.700808+02:00;12 Rue Georges Clémenceau (Vénissieux);Venissieux;69259;09 69 39 69 99;;;197239
202507939;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau HTA;Validé;2026-01-05;2026-03-31;;2025-12-05 15:01:59.920858+01:00;De l'angle Rue Emile Zola et Rue Marino Simonetti au 98 Rue Marino Simonetti (Décines-Charpieu) Restructuration CPI HTA en TOP ;Decines Charpieu;69275;;;www.enedis.fr/aide_contact;200069
202509705;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Aménagement, renouvellement réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-12-16 15:02:03.231556+01:00;Au droit du n°43, Rue des Aqueducs (LYON 5);Lyon 5ème;69385;;;;195171
202511676;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Déplacement ou dévoiement de réseau (télécom ou video);Validé;2025-11-24;2025-12-31;;2025-12-16 15:02:03.133695+01:00;Face au 21 jusqu'en Face au 12A Rue Raoul Durand (Villeurbanne);Villeurbanne;69266;;;;197439
202511330;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Renouvellement branchement Eau Potable < 25ml;Validé;2025-11-24;2025-12-31;;2025-10-23 12:02:26.577365+02:00;65 Rue de Margnolles (Caluire-et-Cuire);Caluire et Cuire;69034;09 69 39 69 99;;;197244
202511479;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2025-12-05;2025-12-10;Circulation alternée, Restriction de jour, Stationnement interdit;2025-11-27 18:01:59.572305+01:00;Rue Fleury Jay à environ 10 mètres au Nord de l'angle avec Rue Caraca (Grigny);Grigny;69096;09 69 39 69 99;;;197247
202504674;SIGERLY Réseaux et Eclairage;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2025-05-26;2025-06-20;Circulation interdite, Restriction de jour, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.418112+01:00;du 2 au 6 Rue Docteur Lamaze (Vénissieux) Du 2 au 17 Rue Diderot (Vénissieux) du 1 au 15 Rue Pierre Corneille (Vénissieux);Venissieux;69259;04 78 84 98 27;;;200087
202511494;GrDF - Exploitation - LAB;Construction, renouvellement  et réparation réseau gaz;Réparation sur réseau gaz;Ouvert;2025-10-14;2025-12-31;;2025-12-16 15:02:03.844917+01:00;Rue Branly (Villeurbanne);Villeurbanne;69266;09 69 36 35 34;;;197101
202511559;DCE / RT / Rive Gauche;Construction, renouvellement et réparation réseau d'assainissement;Réhabilitation du réseau d'assainissement;Validé;2025-11-17;2025-12-19;;2025-10-23 12:02:28.112444+02:00;Rue de l'Abondance (Lyon 3e Arrondissement);Lyon 3ème;69383;04 28 67 55 00;;;197260
202511562;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2025-11-10;2025-12-26;;2025-12-16 15:02:03.588242+01:00;18 Rue de l'Industrie (Saint-Priest);Saint Priest;69290;09 69 39 69 99;;;197261
202511588;ENEDIS;Construction, renouvellement et réparation réseau électrique;Déplacement ou dévoiement de réseau électrique;Ouvert;2025-11-03;2025-12-19;;2025-11-10 09:03:04.250728+01:00;Avenue Bataillon Carmagnole Liberté + croisement Allée du textile (Vaulx-en-Velin);Vaulx en Velin;69256;;;www.enedis.fr/aide_contact;197267
202511586;ENEDIS;Construction, renouvellement et réparation réseau électrique;Déplacement ou dévoiement de réseau électrique;Ouvert;2025-11-03;2025-12-19;;2025-11-10 09:03:03.514770+01:00;Allée du Textile, et intersection Avenue Bataillon Carmagnole Liberté (Vaulx-en-Velin);Vaulx en Velin;69256;;;www.enedis.fr/aide_contact;197266
202512015;JC DECAUX France;Mobilier urbain;Pose / entretien autre mobilier urbain, ...;Ouvert;2025-11-17;2026-01-15;;2025-12-16 15:02:03.474653+01:00;Avenue Ben Gourion (Lyon 9e Arrondissement);Lyon 9ème;69389;;;;198364
202510250;REGION AUVERGNE RHÔNE ALPES;Sondages;Sondage mécanique;Validé;2025-09-29;2025-12-19;;2025-12-16 15:02:03.517664+01:00;Chemin de la Vallée (Sathonay Camp);Sathonay Camp;69292;;;;195351
202506215;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau HTA;Ouvert;2025-10-03;2025-12-31;;2025-12-16 15:02:03.627492+01:00;Du 1 Rue Guilloux, au 3 Rue Guilloux (Saint-Genis-Laval);Saint Genis Laval;69204;;;www.enedis.fr/aide_contact;193081
202509815;AOMTL (SYTRAL Mobilités);Construction, renouvellement et réparation réseau d'assainissement;Restructuration du réseau d'assainissement (canalisation et branchements);Validé;2026-01-05;2026-03-27;;2025-12-05 15:02:00.130209+01:00;Rue Gustave Noblemaire (Vénissieux);Venissieux;69259;;;;200070
202510116;SERL;Création / aménagement d'espace public;Création / aménagement espace public  (Places, ZAC, ...);Ouvert;2025-09-29;2025-12-19;Circulation réduite, Restriction de jour, Stationnement interdit;2025-12-16 15:02:03.065604+01:00;Cours Rouget de Lisle (Rillieux-la-Pape) Impasse françois vallet;Rillieux la Pape;69286;;;;199921
202409275;ENEDIS;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2024-10-24;2026-05-31;;2025-08-19 12:02:29.525323+02:00;Du 33 au 37 Rue Claude Boyer (Lyon 7ème Arrondissement);Lyon 7ème;69387;;;www.enedis.fr/aide_contact;193452
202511097;ENEDIS;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2025-12-08;2025-12-19;Circulation interdite, Circulation réduite, Restriction de jour, Stationnement interdit;2025-12-16 15:02:03.273193+01:00;Rue Jean-Baptiste Fayolle (Craponne);Craponne;69069;;;www.enedis.fr/aide_contact;198408
202511222;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau HTA;Validé;2026-01-05;2026-02-20;;2025-12-16 15:02:03.940279+01:00;fouille HTA au 28 Route de Genas (Chassieu);Chassieu;69271;;;www.enedis.fr/aide_contact;200016
202511224;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau HTA;Validé;2026-01-05;2026-02-20;;2025-12-16 15:02:03.476927+01:00;En face du 8 Rue Louis Pergaud (Chassieu);Chassieu;69271;;;www.enedis.fr/aide_contact;200017
202511428;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau HTA;Validé;2026-01-05;2026-03-16;;2025-12-16 15:02:03.745095+01:00;Rue Jean-Louis Renardon et Rue du 8 Mai 1945 (Saint-Germain-au-Mont-d'Or);Saint Germain Au Mont d'Or;69207;;;www.enedis.fr/aide_contact;200021
202511617;DCE / RT / Rive Gauche;Construction, renouvellement et réparation réseau d'assainissement;Réhabilitation du réseau d'assainissement;Validé;2026-01-06;2026-03-31;;2025-12-05 15:02:00.552084+01:00;Rue de l'Abondance et Rue Garibaldi	(Lyon 3e Arrondissement);Lyon 3ème;69383;04 28 67 55 00;;;200071
202507164;RCU Givors - EGMI (Idex);Construction, renouvellement et réparation réseau Chauffage Urbain;Aménagement, renouvellement réseau sans branchement (Chauffage Urbain);Ouvert;2025-09-15;2025-12-20;;2025-12-16 15:02:03.971794+01:00;Place du Bassin de la rue Honoré Pététin au quai de la Navigation (Givors);Givors;69091;;;;193478
202511960;DCE / RT / Rive Gauche;Construction, renouvellement et réparation réseau d'assainissement;Construction de canalisation d'assainissement et branchement;Validé;2026-01-05;2026-02-20;;2025-12-16 15:02:03.342589+01:00;301 Route de Vienne (Vénissieux);Venissieux;69259;04 28 67 55 00;;;200027
202512082;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Déplacement ou dévoiement de réseau (télécom ou video);Validé;2025-11-24;2026-01-23;;2025-12-16 15:02:03.632253+01:00;Face au 266 Route de Genas (Bron);Bron;69029;;;;198458
202512236;DCE / RT / Rive Gauche;Branchements d'assainissement < à 25 ml;Construction branchement d'assainissement < 25 ml;Ouvert;2025-12-15;2025-12-26;;2025-12-16 15:02:03.417420+01:00;1A Impasse des Tilleuls (Villeurbanne);Villeurbanne;69266;04 28 67 55 00;;;198703
202501198;TSU / TCO / VTPCN-CN3;Stationnement;Création / aménagement de places de stationnement;Ouvert;2025-10-27;2026-02-27;;2025-12-16 15:02:03.658258+01:00;Rue Dominique Perfetti entre le Boulevard de la Croix-Rousse et la Rue Maisiat (Lyon 1er Arrondissement);Lyon 1er;69381;04.28.67.51.20;;;194626
202114224;MOU / Espaces Publics Infrastructures;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de piste cyclable;Ouvert;2024-11-04;2027-07-30;;2025-12-16 15:02:03.494595+01:00;Route de Paris de la limite communale Charbonnières/Dardilly jusqu'au rond point Charles Nithard à Tassin. Charbonnières-les-Bains.;Charbonnieres les Bains, Tassin la Demi Lune, Charbonnieres les Bains, Tassin la Demi Lune;69044;;;https://www.grandlyon.com/pratique/nous-contacter;177583
202402488;DTEE ... RT Galeries;Construction, renouvellement et réparation réseau d'assainissement;Travaux en galerie (puits d'attaque et sous oeuvre) avec impact sur le DP;Ouvert;2024-02-12;2028-02-12;;2025-12-16 15:02:03.325464+01:00;Montée Saint Barthélémy (Lyon 5e Arrondissement);Lyon 5ème;69385;;;https://www.grandlyon.com/pratique/nous-contacter;162027
202210204;MOU / Espaces Publics Infrastructures;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de piste cyclable;Ouvert;2024-04-22;2024-04-26;Circulation réduite, Restriction de jour, Trottoir réduit;2025-12-16 15:02:03.694903+01:00;-Du 197 Avenue Berthelot en passant par le carrefour Avenue de l'Europe / Boulevard des Etats-Unis en traversant la Rue Paul Cazeneuve jusqu'au carrefour Avenue Viviani / Boulevard Irène Joliot Curie, -Carrefour : Boulevard des Tchécoslovaques / Avenue Berthelot, -Carrefour : Rue de la Solidarité / Avenue Berthelot, -Du 13 au 30 Rue Audibert et Lavirotte, -Carrefour : Rue Villon / Boulevard des Etats-Unis, -Carrefour : Rue Professeur Beauvisage / Boulevard des Etats-Unis (Lyon 7ème Arrondissement, Lyon 8e Arrondissement, Vénissieux);Venissieux;69259;;;https://www.grandlyon.com/pratique/nous-contacter;162695
202502308;DCE / RT / Rive Droite Sud;Construction, renouvellement et réparation réseau d'assainissement;Réhabilitation du réseau d'assainissement;Ouvert;2025-03-03;2025-12-19;;2025-12-16 15:02:03.249882+01:00;Avenue Georges Charpak (Givors);Givors;69091;04 28 67 55 20;;;184295
202503623;TSU / TE / VTPE-E3;Aménagements sécurisés;Création / aménagement de zones de circulation apaisée (piétonne, rencontre, 30);Validé;2025-09-15;2026-03-31;;2025-12-16 15:02:03.261105+01:00;Rue Jules Verne, entre Rue du Mont Blanc et Route de Toussieu (Saint-Priest);Saint Priest;69290;04 28 67 51 40;;;193453
202513039;DACV / VP / Nature et Fleuves;Arbres et paysages;Plantations d'arbres, arbustes et couvre sol;Validé;2026-01-06;2026-01-20;;2025-12-16 15:02:03.134405+01:00;Chemin de Meyzieu et Promenade du Biézin (Chassieu);Chassieu;69271;;;https://www.grandlyon.com/pratique/nous-contacter;200061
202513127;GrDF - Agence Maintenance Spécialisée Gaz;Émergences et divers équipements gaz;Intervention sur émergence ou d'équipement ponctuel gaz, tampon, armoire, vanne...;Validé;2026-01-05;2026-01-16;;2025-12-05 15:02:00.015098+01:00;Du 46 au 38 Avenue Paul Marcellin (Vaulx-en-Velin);Vaulx en Velin;69256;09 69 36 35 34;;;200075
202513150;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Construction, renouvellement et réparation réseau eau potable;Réparation de canalisation eau potable;Ouvert;2025-12-05;2025-12-23;;2025-12-05 15:02:00.821000+01:00;22b Rue de Saint-Cyr;Lyon 9ème;69389;09 69 39 69 99;;;200080
202313822;DTEE ... Maitrise d'ouvrage EU-GEMAPI;Construction, renouvellement et réparation réseau d'assainissement;Réhabilitation du réseau d'assainissement;Validé;2025-12-15;2025-12-24;Circulation alternée, Circulation réduite, Restriction de jour, Stationnement interdit;2025-12-05 18:01:56.103319+01:00;Du 2 Allée des Lièvres (Francheville), au 16 Chemin des Hermières (Francheville);Francheville;69089;;;https://www.grandlyon.com/pratique/nous-contacter;200081
202210462;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Validé;2025-12-04;2026-12-18;;2025-12-08 12:02:48.811359+01:00;De façade à façade rue Brunel entre la rue Salengro et la rue Romain Rolland et une frange de la place Cavellini;Vaulx en Velin;69256;;;;200090
202500587;TSU / TNO / VTPN-N3;Création / aménagement d'espace public;Création / aménagement espace public  (Places, ZAC, ...);Ouvert;2025-05-20;2025-05-30;Circulation interdite, Restriction de jour, Stationnement interdit;2025-12-16 15:02:03.675181+01:00;Du 4 Route de Strasbourg (Rillieux-la-Pape), au 103 Route de Strasbourg (Caluire-et-Cuire);Rillieux la Pape;69286;04 28 67 52 00;;;187456
202510262;IZIVIA FMET 1;Aménagement pour l'Autopartage ou Véhicules Électriques;Création / Entretien / Dépose de borne de rechargement;Validé;2025-11-12;2025-12-30;;2025-11-13 18:02:04.710572+01:00;Rue Paul Cazeneuve (Lyon 8e Arrondissement);Lyon 8ème;69388;;;;198733
202510261;IZIVIA FMET 1;Aménagement pour l'Autopartage ou Véhicules Électriques;Création / Entretien / Dépose de borne de rechargement;Validé;2025-11-12;2025-12-30;;2025-12-16 15:02:03.423745+01:00;Rue Pasteur (Fontaines-sur-Saône);Fontaines Sur Saone;69088;;;;198645
202411936;DTEE ... Usines et Méthanisation;Construction, renouvellement et réparation réseau d'assainissement;Construction de canalisation d'assainissement et branchement;Ouvert;2025-01-13;2026-09-29;;2025-12-16 15:02:03.593931+01:00;Montée Roy de la rue Berthelot à l'avenue des Marronniers et l'avenue du Camp (Fontaines-sur-Saône), puis l'avenue Général de Gaulle jusqu'à la rue Saint-Exupéry (Caluire-et-Cuire);Fontaines Sur Saone;69088;;;https://www.grandlyon.com/pratique/nous-contacter;177464
202413404;RCU Centre Métropole - ELM (Dalkia);Branchements réseau > 25 ml Chauffage Urbain;Construction de branchement > 25 ml (Chauffage Urbain);Validé;2026-01-05;2026-02-27;;2025-12-16 15:02:03.539496+01:00;entre le n°38 et le n°42 Boulevard Eugene Deruelle (Lyon 3e Arrondissement);Lyon 3ème;69383;;;;199998
