insee,latitude,longitude,description,categorie_detectee,score_urgence,score_facilite,niveau_facilite_label
69123,45.752987574,4.853483824,Croisement difficile avec les voitures avec les travaux,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.782996677,4.890376161,Les voitures coupent régulièrement les priorités au vélo qui fond le tour du rond point,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.744007944,4.87043446,Voie étroite pour vélo en contresens pas du tout sécurisé entre voiture circulant et voiture garée,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.76935297,4.880451389,"Travaux du tram T6, mais comme la circulation des voitures est maintenue dans les deux sens, ce sont les cyclistes qui trinquent",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.782886475,4.89056806,"Toujours en travaux, trop de voitures, il n'y a pas de piste cyclable, traverser est très dangereux.",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69081,45.774607265,4.793656504,Tronçon fréquenté sans bande cyclable (entre rue du souvenir et avenue de Verdun. Vitesse des véhicules importante.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.768289153,4.880202371,"Ces deux rues à cause des travaux, on ne sait pas bien dans sens on a le droit de circuler, si on va croiser des véhicules en contre sens, s'il y a une continuité et qu'on devra faire demi tour",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.78305312,4.800717463,voiture qui arrivent rapidement,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.731632294,4.823611978,"Une des rares fois où je suis tombé. Je cherchais mon chemin pour regagner la piste cyclable des quais. Des travaux, des voitures qui roulent vite et je cherchais mon chemin. Bilan je n'ai pas vu un rail de tramway et ma roue s'est prise dedans",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.753023966,4.898377081,Zone en travaux qui entraîne bcp de tension. Stop (ligne jaune) jamais respectée à la jonction de la piste cyclable temporaire et la voix des voitures (direction Paul kruger),Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.726466626,4.828877948,"Travaux en cours. Piste cycliste, travaux et voitures : zone accidentogene",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.759178446,4.888408891,"Route accidentée, travaux, voitures dangeureuses pour les autres usagers",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.755642259,4.89176824,"Travaux du T3 : piste cyclable parfois encombrée de véhicules, très fréquentée par beaucoup d’usagers, voies étroites, des pâtés de goudron sur la piste cyclable qui deviennent des obstacles et entraînent un risque de chute",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69081,45.775632999,4.794952394,"De manière générale, la rue Marietton dans son ensemble est un désastre. La circulation automobile y est dense alors qu'elle accueille aussi des flux piétons et vélo nombreux. La rue est étroite sans aucun aménagement, et comme elle est souvent embouteillée, les automobilistes sont très peu patients, accélèrent brutalement, ou encombrent les carrefours au feu rouge.
Plus précisément, le carrefour avec le boulevard de la Duchère est un océan d'asphalte alors qu'il donne accès au parc du Vallon.",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69088,45.815798401,4.862970278,"Pas d'aménagement cyclable en haut de la montée Roy, chaussée étroite, on est coincé au milieu des voitures et bus.",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.759630409,4.889131143,piste cyclable impossible à prendre dans a direction totem-grand clément avec file de voitures ininterrompu: piste cyclable sur la voie des voitures: il faudrait la mettre sur la voie des bus dans les 2 sens,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.761205701,4.858076503,Traffic totalement désorganisé et beaucoup trop de véhicules,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.75365077,4.859387349,"En travaux depuis un long moment, avec une grosse problématique de respect dans la zone de la part des véhicules motorisés (vitesse excessive, feux rouges, priorité).C'est difficile en vélo mais c'est aussi très compliqué pour les piétons",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69244,45.771038717,4.754292724,"Vitesse élevé, voiture qui dépasse sans respecter les distances de sécurité, insulte ...",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69256,45.748141096,4.920839945,"Route de Genas avec les travaux, les bouchons qui impatientent les conducteurs, partage de la voie avec les voitures.
Même en vélo, on n'arrive pas à circuler sans bouchonner.",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69029,45.751676377,4.904063849,Trafic véhicules + manque d'aménagement + travaux,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.774362872,4.793482738,beaucoup de circulation le véhicules roulent vite sur deux voies et pas de place pour les vélos.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.754273789,4.883708971,"La route de Genas est censée être une double voie cycliste et un sens unique automobile, même pendant les travaux. A ce croisement des voitures arrivant de la droite, quand on remonte la route de Genas c'est-à-dire face aux voitures, ne regardent jamais vers la gauche avant de s'insérer ce qui peut être très dangereux si le cycliste n'est pas attentif",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.784986013,4.88906101,Les cyclistes doivent traverser les voitures rapides qui arrivent de l'autoroute.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.78962748,4.80393079,des voitures sont garées comme stationnement résidentiel soir et journée sur la piste cyclable de la lageur d'une voiture et avec des ouvertures  pour se rendre sur le parking résidentiel privé,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.754110158,4.8631939,"Acces piste cyclable difficile. Pas de feux de circulation. Voitures + piétons + cyclistes dans les 2 sens de circulation, sans aménagement. C est l anarchie",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69256,45.763642079,4.933233204,Carrefour salengro : les voiture en provenance de grosso qui tournent ne regardent pas les voitures !!,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69029,45.749215195,4.914209338,"Tourner à gauche dans la rue du Luxembourg en venant de la Rte de Genas est très dangereux. J'attends au milieu de la route de pouvoir tourner à gauche, des voitures passant dans les 2 sens à côté de moi. Certains usagers motorisés me doublent par ma droite ou ma gauche pour tourner eux aussi à gauche ds la Rue du Lux. par ma droite ou ma gauche. Certains ne comprennent pas pourquoi j'attends ici.
Je ne me sens jamais en sécurité à ce moment-ci.",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.778360839,4.802692686,Le passage de gare de Vaise à Valmy n'est pas encore aménagé et on doit se mélanger aux voitures,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69029,45.748527285,4.916434761,"Beaucoup de travaux, la route est en très très mauvaise état, pas de lumière la nuit et beaucoup de nid de poule et des véhicules circulant très vite.",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.759298549,4.890221576,"travaux, stationnement anarchique",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69040,45.800130912,4.78699603,"croisement compliqué, au milieu des voitures pour tourner ou aller tout droit",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.754290679,4.884729704,Manque d'un feu voiture / vélo pour alterner la circulation,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69029,45.744095165,4.932444789,du fait des travaux toute cette zone est compliquée et les voitures peut patientes,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.787119512,4.786844928,Les voitures qui nous frôlent souvent,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69081,45.773453203,4.792346219,Très compliqué quand on vient de lyon de récupérer la piste cyclable en face. Beaucoup de voitures et pas de moyen sécurisé pour la rejoindre,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.755793771,4.876369117,Des feux régulièrement grillés par les véhicules particuliers. Des encombrements de la voie du fait de travaux,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.762066947,4.880328253,"Voie cyclable partagée avec les voitures (présence de marquage au sol), mais beaucoup de cyclistes se mettent sur la voie Bus. Les automobilistes klaxonnent si 'lon roule dans la voie voiture, les bus klaxonnent (et à raison) si l'on roule dans la voie bus.",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.759390875,4.890044198,Quartier Grandclément - travaux et circulation dangereuse des véhicules (ambulances etc),Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.753241095,4.856076106,"Travaux perpétuels, piste cyclable à contre-sens des voitures",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.753236336,4.856128048,Travaux en cours avec absence de piste cyclable temporaire. Voirie réduit ce qui entraine une très grande proximité entre véhicules motorisés et vélos.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.774250373,4.793507027,Absence de piste cyclable et vitesse des voitures,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.753398285,4.856897366,"Travaux dangereux pour les vélos, étroits, partages avec voiture",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.76203009,4.880335368,"piste cyclable partagée avec les voitures, rue souvent bouchonnée aux heures de pointe, ce qui rend impossible d'avancer. Souvent les vélos se déportent sur la voie du bus sur la gauche, mais ce n'est pas idéal car dangereux d'avoir les voitures sur sa droite",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.73968337,4.818350362,incompréhension des voitures sur la priorité au vélo (voiture qui tourne du cours charlemagne vers rue paul montrochet) quand le feu passe au vert. Souvent route coupée ou klaxonné.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69244,45.773380807,4.792376771,"tout simplement dangereux pour le cycliste qui veut soit aller à Ecully et se fait doubler dans un virage avec angles morts, ou soit veut prendre la piste cyclable vers Tassin et doit traverser de manière hyper dangereuse une 2x2voies, pour retrouver une piste cyclable discontinue où parquent régulièrement des voitures",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.773581906,4.794874555,Difficultés pour tourner à gauche : voitures en face + trottoir trop haut passage du Béal,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.773576385,4.794453993,Pas de pistes et on est obligé de passer par cet axe pas pensé à vélo pour rejoindre le Valvert pour éviter des voitures à plus de 70km/h sur la rue Marietton voulant rejoindre le périphérique.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.727757277,4.823922223,"fin de piste cyclable, croisement avec des rues où la piste cyclable est à double sens (obligé de passé sur les esplanades, trottoirs du quartiers, et ce jusqu'à la Cité internationale où le sparents sont obligés de déposer leurs enfant en double file sur cette rue étroite
pavés au sols qui sont glissants les jours de pluie (avec aussi en hiver, les feuilles des arbres qui glissent sur les pavés)",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.754239973,4.865006002,"Travaux, voitures garées n'importe comment, route à sens unique mains avec double sens cyclable très dangereux",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.77371086,4.792737603,carrefour dangereux même pour les voitures. Difficultée à rejoindre la piste ciclable avenue victor Hugo car il faut traverser un axe routier très emprunté,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69081,45.774018232,4.793078595,"Route sur deux vois, les voitures vont très vite",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.753482763,4.857995034,"Avenue Félix Faure en travaux depuis 1 an, sol irrégulier (nids de poules, bosses gravats...). Circulation en sens inverse dangereuse car le balisage est mal positionné et la proximité des voitures en sens inverse ne met pas en sécurité",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.756848616,4.852831456,Tous les carrefours sont dangereux quand on rejoint ou que l'on quitté la rue Garibaldi avec les voitures qui ont le feu vert pour tourner et qui évitent de justesse les vélos qui ont le feu vert pour traverser,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.761930905,4.881268035,Cours tolstoi : Sens ouest->est  pas de voie cyclable : voie partagée avec les voitures (prévue comme telle mais sans aménagement et peu aisée) ou avec les bus (non prévue mais plus aisée),Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.750757656,4.909266846,"travaux du BHNS, priorité aux voitures pendant les travaux, plus aucun aménagement vélo",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.754158514,4.885680576,"le carrefour est extrèmement mal réalisé : velo et pietons se retrouvent en grappe condensée sur les mêmes voies le matin, à jongler avec des voitures qui ne savent pas si elles peuvent s'avancer. gros carrefour entre famille, vélo (pistes cyclables très fréquentées qui se rejoignent mais avec une coupure), tram et 3 voies + nombreux bus",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.754601286,4.867339542,"Tout cet axe est devenu impossible à circuler à vélo (ou en voiture aussi d'ailleurs, voire à pied) à cause des travaux sur plusieurs kilomètres. L'endroit le pire de tout Lyon, à éviter.",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.75327447,4.857186297,Bcp de travaux et de voitures. Gros problème d'aménagement,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.777646132,4.803241107,Trop de voitures + route majeure de bus + aucun espace pour vélos,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.753558615,4.89605412,"Travaux du BHNS : pas d'indication des voies de circulation sur la chaussée que ce soit pour les voitures, les vélos et les piétons",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69081,45.773720731,4.792730623,Rue horrible sans infrastructure cyclable et une quantité de voitures affolante,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.75344305,4.85751337,"Sur toute l'avenue : travaux depuis plus d'un an, chaussée très dégradée, voie étroite, les voitures ne respectent pas les vélos, accidents...",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.773553084,4.793241554,"Velo à contre-sens dans la montée faut d'alternatives. En face voiture qui arrivent rapidement car rue qui descend. En haut de la rue, aucunes issues pour les vélos qui sont obligés de prendre le trottoir",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.753437352,4.857447674,"En travaux depuis février 2024, le passage à vélo est compliqué, la route très abimée, la rue étroite et la cohabitation avec les voitures compliquées",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.752949633,4.853517276,"Toute la rue Félix Faure est dans un état exécrable avec une chaussée très dégradée depuis plus de 4 ans et des travaux incessants sans remise en l'état digne de ce nom. 
La portion de la rue Garibaldi qui rejoins l'avenue Félix Faure (après la fin de la piste cyclable) est dangereuse et impraticable depuis le démarrage des travaux d’enfouissement de la trémie (des trous énormes + voitures qui prennent toute la place)",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.745397295,4.871226564,Nécessité de meilleure visibilité du feu vélo caché par le stationnement,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.725943465,4.845253251,"Le quartier est très utilisé par beaucoup de velotaffeurs mais pas totalement aménagé en piste cyclable ou sécurisé pour les vélos. Ici passage sous un pont route partagée, les voitures ne respectent pas toutes une distance correcte avec les vélos",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.745509751,4.8712393,Véhicules du marché garés proches de la piste et juste devant le feu rouge cyclistes,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.756987839,4.852677296,"Je me suis faite renversée à ce carrefour, alors que je traversais sur la piste vélo au feu vert pour moi, car les voitures qui arrivent du cours garibaldi et tournent à droite sur la rue Paul Bert ont feu vert aussi : l'automobiliste ne m'a pas vu et j'ai eu une fracture du coccyx...",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.775209429,4.79454778,"très compliqué de faire la liaison entre la piste cyclable Avenue Victor Hugo et les quais (obligé de rouler avec les voitures rue Marietton, pas de piste dédiée, pas de place…)",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.734442358,4.817979222,"pas de piste cyclable depuis la rue Vuillerme vers le pont raymond barre , obligation de traverser la station service et prendre la rue vuillerme à contresens des voitures sans piste cyclable",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.758467222,4.885229606,"Le stationnement en épis dans une descente, mets en danger les vélos qui descendent (accident assuré si une voiture recule avec un vélo qui ne descendrait pas « au pas »)",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69081,45.774344834,4.793417599,"Volume, forte proximité et vitesse des voitures, en l'absence de zone cyclable",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.744708519,4.87081161,"Staionnements véhicules et poids lourds récurrents, notamment les jours de marché, mais en fait, les autres jours également.",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69029,45.752228235,4.901020373,"Toute le route de genas est dangereuse pour les vélos (forte circulation, automobilistes inconscients, stationnement sur bande ciclable quand il y en a une)",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.755920287,4.89219251,Gare de Villeurbanne : partage de la piste avec les piétons proximité avec les voitures,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.745488285,4.86489202,"Travaux, stationnements gênants réguliers",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.773536738,4.794065968,"Pas d’aménagement cyclable pour rattraper l’avenue Victor Hugo et sa piste cyclable vers Tassin + dangereux de passer par la rue Marietton, beaucoup de circulation, des voitures qui vont vites et des automobilistes exaspérés de ce quartier toujours congestionné par les embouteillages (matin/soir).",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69256,45.76378509,4.933091301,"Les travaux rendent impraticables la piste cyclable, les déviations mises en place sont dangereuses, changent tous les jours et parfaitement inadaptées aux différents modes doux (trottinettes notamment) en plus de rallonger le temps de trajet significativement car nécessite d'attendre que les voitures aient un feu rouge.",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69029,45.749249836,4.914152713,Des voitures qui grillent les feux rouges,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.782550756,4.890596492,Beaucoup de voitures sur le rond point,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.749335308,4.913959064,"Conflits voitures / vélos très fréquents ici, j'y ai été agressée plusieurs fois au cours de l'année, probablement beaucoup de tensions dans le secteur",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.776794592,4.876485945,La route qui est catastrophique (cabossé) et les voitures qui ne respectent pas les sesn,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.759140787,4.889052551,"Travaux très important sur la place et sur l'axe qui suit, aucune déviation pour les cycles et altércation + insulte de la part d'un automobiliste et menace avec son véhicule qui découle du partage infernal de la chaussée",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.754178925,4.884661414,Pas de feu pour les vélos du coup c'est compliqué de passer avec les voitures qui ne veulent pas nous laisser passer,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69029,45.751308471,4.906250837,Carrefour important de voiture dont sortie de périphérique,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.782665096,4.890674864,rond point avec accès au parc et flux de voitures continu et vitesse importante (arrivée du périphérique),Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.755706524,4.89114005,"Travaux jonction des 2 trams, peu d'espace et face aux voitures et surtout compliqué face à un camion",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.769299758,4.880553516,Des camions de livraison en double file presque tout les matins,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.759614551,4.889916568,"Ce carrefour n'est jamais respecté par les véhicules motorisés, qui s'engagent sans ménagement sur la voie de bus, au détriment de tous les panneaux. Avec les travaux, la situation dégénère au quotidien, malgré la présence de plusieurs écoles ...",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.764780319,4.88043097,"A cet endroit et jusqu'à la rue du docteur rollet, la circulation est très dangereuse depuis que les voitures peuvent remonter la rue du 4 août vers le totem",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.754249628,4.884799997,Croisement piste cyclable et voies voiture très compliqué,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.776893172,4.80545784,Pas de bande cyclable sur une partie de la route. Obligation de doubler les véhicules sur la voie à contre sens,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.744818307,4.870929697,"refus de priorité, stationnement dans les bandes",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.761948846,4.88046136,"Cours Tolstoï vers grand Clément : circulation avec les voitures compliquées, pas de bande cyclable.",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.758282059,4.88521015,"Très forte côte finissant par un feu véhicule, les vélos sont obligés d'attendre sur le replat au niveau de la voie principale très circulee",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69029,45.749012114,4.914759812,"Aménagement partagé avec les véhicules motorisés, mais sans séparation physique des voies",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.761951821,4.880740008,Pas de voie séparée et dépassements dangereux des autres véhicules.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.725768147,4.845217283,Travaux + Non respect du sens interdit par les voitures,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69244,45.773428127,4.792435702,Manque de piste cyclable + Point de passage important de véhicules motorisés,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69029,45.746081656,4.926573199,Piste cyclable très souvent avec des voitures garées,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.788362401,4.804991145,Voitures garées,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.756977613,4.85270846,Véhicules motorisés ne respectant pas la piste cyclable voire l'empruntant !,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.752982179,4.854016108,"En travaux depuis des mois, l'avenue Félix Faure est impraticable en vélo et elle est extrêmement dangereuse entre les trous dans la chaussée et les voitures / vélos / trotinettes qui circulent sur le même endroit",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69256,45.777367007,4.919734062,Bouchons constants de voitures et pas de bande cyclable ni suffisamment d’espace pour les remonter,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.753644308,4.859388962,"Beaucoup de travaux, ou véhicules motorisés qui roulent vite",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69244,45.77281661,4.791706599,Arrêt brutal de la piste cyclable avec danger lié au rabattement des véhicules,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.726539264,4.833066141,"Travaux sans itinéraire alternatif disponble, usagers de la voiture excédés par les bouchons qui mettent en dangers les piétons et cyclistes",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.76046967,4.858206911,"Fortes interactions avec d'autres usagers (piétons, voitures, TC)",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69034,45.813120443,4.860475967,Avenue très passante et vitesse excessive des voitures / j’ai été renversé sur cette avenue (gl de Gaulle) à proximité de chez moi,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.757510847,4.882624233,Des travaux en cours qui rendent difficile la circulation des vélos et le partage de la voirie avec les véhicules motorisés,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.725547648,4.845042046,"Interruption piste cyclable, pas de place sous le pont et vitesse élevée des voitures sortant du périphérique 
+ Travaux sans alternative pour les cyclistes",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.782757437,4.89081867,Les voitures qui arrivent en traversant le canal voient les vélos qui traversent au dernier moment,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.753445911,4.858084152,1 voie donc les voitures nous frôlent,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.754247589,4.884109944,"Carrefour de voitures, trams, piétons, trottinettes dangereux",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.755147161,4.871693657,"Travaux, route en mauvais état, croisement avec des voitures en sens inverse",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.745540501,4.871224113,"Carrefour surchargé, les feux décalés font que les voitures coupent souvent la priorité",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69088,45.815683232,4.862972037,"carrefour difficile avec bcp de voitures, camions, bus et pas d'aménagement adapté et assez visible pour les vélos",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.739677119,4.818371718,Les voitures tournant à gauche pensent avoir la priorité sur les vélos arrivant en face. Pas de signalisation adéquate.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.753722252,4.859385722,"quand on vient du nord et que l'on veut tourner à gauche dans la rue Felix Faure, on coupe la voie de voiture (même sens que nous) qui veut aller tout droit  et on attend au milieu que la voie dans l'autre sens soit libre",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.754977622,4.876523206,Accumulation de voitures sur l'intersection et passage insuffisant pour les vélos (à cause de travaux),Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.753259659,4.856368509,Voitures roulent très vite,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.745583897,4.871087605,"Toute la rue rebatel est dangereuse à contresens, avec notamment des stationnement qui coupent la piste cyclable",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.754204275,4.88475097,"Carrefour extrêmement dangereux et en conflit permanent d'usage entre le tram, les piétons et les voitures",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.755822933,4.876171778,Tourner à gauche depuis la rue Frédéric Mistral vers la rue Paul bert à vélo est très dangereuses car on est très exposé au milieu de la route aux voitures et bus en attendant pouvoir tourner.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.744975619,4.866887271,"Avenir avec stationnement, beaucoup de bouchons et des voitures qui roulent souvent sur la voie bus/velo",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.77551929,4.794899342,Vitesse des voitures et non respect des distances,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69266,45.77169376,4.87921515,sens de circulation illisible pour voiture = danger pour vélos,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69040,45.794185761,4.793486402,Manque un peu de largeur surtout dans le sens de la montée où on a des différentiels de vitesse importants avec les voitures. Il est parfois compliqué de tourner à gauche.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.760984606,4.858237134,"En tunnel, on respire l'air des voitures, sans ventilation suffisante : le cauchemar des pneumologues devenu réel",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69256,45.777295666,4.919687391,"Aucune alternative lors des travaux, rues étroites avec beaucoup de voitures",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69276,45.685164974,4.86103955,Les voitures n'admettent pas trouver un vélo empruntant le rond point le matin.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
69123,45.774341804,4.793571826,Recouvrement entre vaise avec piste cyclable et aller vers ecully sur la route des voitures,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention)
